 1000  1.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
  186  1.8518518518518519E-01  2.3758528238944565E+00  2.3755587521979635E-04  3.7626519798244822E-04  4.4451836287803086E-04  1.6246568021168052E-02
  187  1.8618618618618619E-01  2.4342396345780498E+00  2.3186297010486737E-04  3.7627335441350244E-04  4.4692381517792148E-04  1.6050717190790620E-02
  188  1.8718718718718719E-01  2.4937383484372209E+00  2.2633594827514374E-04  3.7628175589575282E-04  4.4932937594595318E-04  1.5858259266778998E-02
  189  1.8818818818818819E-01  2.5543641257138117E+00  2.2096912768435156E-04  3.7629040843145489E-04  4.5173504842868067E-04  1.5669117811243008E-02
  190  1.8918918918918919E-01  2.6161322563634705E+00  2.1575704968012515E-04  3.7629931813732749E-04  4.5414083595174249E-04  1.5483218502628550E-02
  191  1.9019019019019019E-01  2.6790581607334203E+00  2.1069446910204195E-04  3.7630849124614733E-04  4.5654674192135185E-04  1.5300489066331688E-02
  192  1.9119119119119119E-01  2.7431573902510184E+00  2.0577634486765082E-04  3.7631793410835906E-04  4.5895276982580739E-04  1.5120859207937845E-02
  193  1.9219219219219219E-01  2.8084456281234315E+00  2.0099783102005007E-04  3.7632765319370125E-04  4.6135892323702414E-04  1.4944260548973683E-02
  194  1.9319319319319319E-01  2.8749386900487618E+00  1.9635426821213278E-04  3.7633765509284819E-04  4.6376520581208474E-04  1.4770626565064598E-02
  195  1.9419419419419419E-01  2.9426525249389624E+00  1.9184117560407896E-04  3.7634794651906790E-04  4.6617162129481125E-04  1.4599892526395870E-02
  196  1.9519519519519520E-01  3.0116032156548904E+00  1.8745424315204239E-04  3.7635853430989640E-04  4.6857817351735744E-04  1.4431995440380316E-02
  197  1.9619619619619620E-01  3.0818069797538526E+00  1.8318932426726294E-04  3.7636942542882850E-04  4.7098486640182206E-04  1.4266873996439871E-02
  198  1.9719719719719720E-01  3.1532801702500076E+00  1.7904242882603603E-04  3.7638062696702518E-04  4.7339170396188296E-04  1.4104468512812843E-02
  199  1.9819819819819820E-01  3.2260392763879935E+00  1.7500971651209812E-04  3.7639214614503794E-04  4.7579869030445239E-04  1.3944720885302722E-02
  200  1.9919919919919920E-01  3.3001009244301613E+00  1.7108749047404283E-04  3.7640399031455012E-04  4.7820582963135358E-04  1.3787574537888286E-02
  201  2.0020020020020020E-01  3.3754818784578001E+00  1.6727219128137357E-04  3.7641616696013555E-04  4.8061312624101882E-04  1.3632974375118487E-02
  202  2.0120120120120120E-01  3.4521990411867492E+00  1.6356039116372812E-04  3.7642868370103458E-04  4.8302058453020913E-04  1.3480866736219074E-02
  203  2.0220220220220220E-01  3.5302694547978015E+00  1.5994878851868355E-04  3.7644154829294790E-04  4.8542820899575573E-04  1.3331199350841267E-02
  204  2.0320320320320320E-01  3.6097103017823094E+00  1.5643420267436920E-04  3.7645476862984815E-04  4.8783600423632352E-04  1.3183921296385955E-02
  205  2.0420420420420420E-01  3.6905389058034153E+00  1.5301356889388520E-04  3.7646835274580975E-04  4.9024397495419664E-04  1.3038982956839899E-02
  206  2.0520520520520521E-01  3.7727727325733351E+00  1.4968393360924727E-04  3.7648230881685702E-04  4.9265212595708632E-04  1.2896335983063272E-02
  207  2.0620620620620621E-01  3.8564293907471365E+00  1.4644244987325797E-04  3.7649664516283089E-04  4.9506046215996127E-04  1.2755933254470598E-02
  208  2.0720720720720721E-01  3.9415266328334575E+00  1.4328637301834388E-04  3.7651137024927450E-04  4.9746898858690062E-04  1.2617728842049714E-02
  209  2.0820820820820821E-01  4.0280823561226253E+00  1.4021305651199874E-04  3.7652649268933782E-04  4.9987771037296969E-04  1.2481677972665853E-02
  210  2.0920920920920921E-01  4.1161146036326419E+00  1.3721994799903808E-04  3.7654202124570159E-04  5.0228663276611878E-04  1.2347736994600270E-02
  211  2.1021021021021021E-01  4.2056415650735150E+00  1.3430458552140260E-04  3.7655796483252094E-04  5.0469576112910506E-04  1.2215863344275054E-02
  212  2.1121121121121121E-01  4.2966815778304211E+00  1.3146459390674838E-04  3.7657433251738882E-04  5.0710510094143774E-04  1.2086015514117885E-02
  213  2.1221221221221221E-01  4.3892531279661979E+00  1.2869768131753314E-04  3.7659113352331952E-04  5.0951465780134683E-04  1.1958153021522511E-02
  214  2.1321321321321321E-01  4.4833748512436760E+00  1.2600163595275195E-04  3.7660837723075275E-04  5.1192443742777544E-04  1.1832236378862618E-02
  215  2.1421421421421421E-01  4.5790655341683678E+00  1.2337432289489376E-04  3.7662607317957828E-04  5.1433444566239598E-04  1.1708227064518625E-02
  216  2.1521521521521522E-01  4.6763441150520430E+00  1.2081368109508447E-04  3.7664423107118170E-04  5.1674468847165037E-04  1.1586087494878621E-02
  217  2.1621621621621622E-01  4.7752296850977322E+00  1.1831772048975351E-04  3.7666286077051146E-04  5.1915517194881436E-04  1.1465780997276370E-02
  218  2.1721721721721722E-01  4.8757414895067112E+00  1.1588451924251131E-04  3.7668197230816752E-04  5.2156590231608624E-04  1.1347271783830847E-02
  219  2.1821821821821822E-01  4.9778989286080288E+00  1.1351222110525529E-04  3.7670157588251201E-04  5.2397688592670009E-04  1.1230524926153289E-02
  220  2.1921921921921922E-01  5.0817215590111536E+00  1.1119903289283363E-04  3.7672168186180207E-04  5.2638812926706369E-04  1.1115506330889177E-02
  221  2.2022022022022022E-01  5.1872290947823283E+00  1.0894322206589027E-04  3.7674230078634544E-04  5.2879963895892128E-04  1.1002182716063929E-02
  222  2.2122122122122122E-01  5.2944414086452300E+00  1.0674311441679185E-04  3.7676344337067893E-04  5.3121142176154146E-04  1.0890521588202379E-02
  223  2.2222222222222222E-01  5.4033785332065492E+00  1.0459709185379978E-04  3.7678512050577024E-04  5.3362348457393019E-04  1.0780491220193374E-02
  224  2.2322322322322322E-01  5.5140606622071123E+00  1.0250359027889770E-04  3.7680734326124346E-04  5.3603583443706926E-04  1.0672060629872008E-02
  225  2.2422422422422422E-01  5.6265081517991850E+00  1.0046109755491865E-04  3.7683012288762867E-04  5.3844847853618034E-04  1.0565199559293114E-02
  226  2.2522522522522523E-01  5.7407415218506085E+00  9.8468151557837063E-05  3.7685347081863596E-04  5.4086142420301471E-04  1.0459878454670763E-02
  227  2.2622622622622623E-01  5.8567814572764323E+00  9.6523338310299402E-05  3.7687739867345430E-04  5.4327467891816900E-04  1.0356068446959515E-02
  228  2.2722722722722723E-01  5.9746488093987216E+00  9.4625290192664839E-05  3.7690191825907569E-04  5.4568825031342701E-04  1.0253741333054153E-02
  229  2.2822822822822823E-01  6.0943645973352331E+00  9.2772684228013693E-05  3.7692704157264495E-04  5.4810214617412772E-04  1.0152869557585607E-02
  230  2.2922922922922923E-01  6.2159500094176639E+00  9.0964240437758147E-05  3.7695278080383562E-04  5.5051637444155996E-04  1.0053426195291619E-02
  231  2.3023023023023023E-01  6.3394264046401967E+00  8.9198720264656581E-05  3.7697914833725237E-04  5.5293094321538348E-04  9.9553849339416185E-03
  232  2.3123123123123123E-01  6.4648153141390757E+00  8.7474925060190979E-05  3.7700615675486045E-04  5.5534586075607704E-04  9.8587200577960415E-03
  233  2.3223223223223223E-01  6.5921384427039660E+00  8.5791694633416392E-05  3.7703381883844251E-04  5.5776113548741340E-04  9.7634064315811642E-03
  234  2.3323323323323323E-01  6.7214176703218631E+00  8.4147905858533105E-05  3.7706214757208338E-04  5.6017677599896146E-04  9.6694194849612301E-03
  235  2.3423423423423423E-01  6.8526750537543345E+00  8.2542471338566214E-05  3.7709115614468325E-04  5.6259279104861587E-04  9.5767351974903929E-03
  236  2.3523523523523524E-01  6.9859328281488940E+00  8.0974338122664380E-05  3.7712085795249974E-04  5.6500918956515407E-04  9.4853300840276733E-03
  237  2.3623623623623624E-01  7.1212134086853222E+00  7.9442486474649869E-05  3.7715126660171935E-04  5.6742598065082107E-04  9.3951811805987882E-03
  238  2.3723723723723724E-01  7.2585393922577674E+00  7.7945928690566016E-05  3.7718239591105891E-04  5.6984317358394221E-04  9.3062660306893358E-03
  239  2.3823823823823824E-01  7.3979335591934757E+00  7.6483707963076383E-05  3.7721425991439738E-04  5.7226077782156390E-04  9.2185626719544269E-03
  240  2.3923923923923924E-01  7.5394188750090168E+00  7.5054897290672348E-05  3.7724687286343883E-04  5.7467880300212265E-04  9.1320496233304209E-03
  241  2.4024024024024024E-01  7.6830184922048923E+00  7.3658598429743065E-05  3.7728024923040683E-04  5.7709725894814261E-04  9.0467058725349840E-03
  242  2.4124124124124124E-01  7.8287557520994279E+00  7.2293940887653914E-05  3.7731440371077109E-04  5.7951615566896164E-04  8.9625108639422096E-03
  243  2.4224224224224224E-01  7.9766541867028740E+00  7.0960080955067027E-05  3.7734935122600686E-04  5.8193550336348625E-04  8.8794444868200468E-03
  244  2.4324324324324324E-01  8.1267375206326528E+00  6.9656200775820466E-05  3.7738510692638767E-04  5.8435531242297554E-04  8.7974870639177710E-03
  245  2.4424424424424424E-01  8.2790296730707167E+00  6.8381507452761398E-05  3.7742168619381200E-04  5.8677559343385423E-04  8.7166193403916893E-03
  246  2.4524524524524525E-01  8.4335547597639946E+00  6.7135232188003393E-05  3.7745910464466465E-04  5.8919635718055517E-04  8.6368224730577209E-03
  247  2.4624624624624625E-01  8.5903370950689307E+00  6.5916629456148988E-05  3.7749737813271336E-04  5.9161761464839131E-04  8.5580780199599199E-03
  248  2.4724724724724725E-01  8.7494011940411351E+00  6.4724976209086099E-05  3.7753652275204134E-04  5.9403937702645738E-04  8.4803679302444120E-03
  249  2.4824824824824825E-01  8.9107717745711911E+00  6.3559571111030912E-05  3.7757655484001651E-04  5.9646165571056154E-04  8.4036745343286136E-03
  250  2.4924924924924925E-01  9.0744737595676831E+00  6.2419733802550782E-05  3.7761749098029801E-04  5.9888446230618704E-04  8.3279805343559722E-03
  251  2.5025025025025025E-01  9.2405322791885326E+00  6.1304804192358503E-05  3.7765934800588084E-04  6.0130780863148424E-04  8.2532689949268322E-03
  252  2.5125125125125125E-01  9.4089726731217523E+00  6.0214141775724298E-05  3.7770214300217923E-04  6.0373170672029301E-04  8.1795233340963703E-03
  253  2.5225225225225225E-01  9.5798204929167507E+00  5.9147124978404172E-05  3.7774589331014970E-04  6.0615616882519580E-04  8.1067273146308812E-03
  254  2.5325325325325325E-01  9.7531015043673442E+00  5.8103150525032982E-05  3.7779061652945430E-04  6.0858120742060153E-04  8.0348650355140092E-03
  255  2.5425425425425425E-01  9.9288416899476581E+00  5.7081632830977843E-05  3.7783633052166520E-04  6.1100683520586045E-04  7.9639209236948275E-03
  256  2.5525525525525526E-01  1.0107067251302121E+01  5.6082003416692512E-05  3.7788305341351105E-04  6.1343306510841024E-04  7.8938797260699603E-03
  257  2.5625625625625626E-01  1.0287804611790785E+01  5.5103710343656157E-05  3.7793080360016629E-04  6.1585991028695344E-04  7.8247265016922236E-03
  258  2.5725725725725726E-01  1.0471080419091229E+01  5.4146217671020675E-05  3.7797959974858405E-04  6.1828738413466641E-04  7.7564466141985316E-03
  259  2.5825825825825826E-01  1.0656921547858322E+01  5.3209004932129485E-05  3.7802946080087365E-04  6.2071550028244008E-04  7.6890257244500741E-03
  260  2.5925925925925926E-01  1.0845355102443174E+01  5.2291566630107647E-05  3.7808040597772346E-04  6.2314427260215256E-04  7.6224497833780192E-03
  261  2.6026026026026026E-01  1.1036408419672587E+01  5.1393411751758303E-05  3.7813245478187028E-04  6.2557371520997386E-04  7.5567050250282370E-03
  262  2.6126126126126126E-01  1.1230109071690397E+01  5.0514063299033926E-05  3.7818562700161591E-04  6.2800384246970286E-04  7.4917779597987678E-03
  263  2.6226226226226226E-01  1.1426484868862091E+01  4.9653057837382737E-05  3.7823994271439208E-04  6.3043466899613681E-04  7.4276553678639803E-03
  264  2.6326326326326326E-01  1.1625563862744119E+01  4.8809945060301078E-05  3.7829542229037469E-04  6.3286620965847332E-04  7.3643242927795774E-03
  265  2.6426426426426426E-01  1.1827374349119371E+01  4.7984287369451428E-05  3.7835208639614832E-04  6.3529847958374530E-04  7.3017720352628125E-03
  266  2.6526526526526527E-01  1.2031944871100298E+01  4.7175659469733419E-05  3.7840995599842215E-04  6.3773149416028883E-04  7.2399861471424732E-03
  267  2.6626626626626627E-01  1.2239304222301183E+01  4.6383647978721463E-05  3.7846905236779825E-04  6.4016526904124416E-04  7.1789544254733817E-03
  268  2.6726726726726727E-01  1.2449481450081146E+01  4.5607851049907731E-05  3.7852939708259349E-04  6.4259982014809009E-04  7.1186649068103380E-03
  269  2.6826826826826827E-01  1.2662505858859425E+01  4.4847878009213128E-05  3.7859101203271601E-04  6.4503516367421188E-04  7.0591058616366115E-03
  270  2.6926926926926927E-01  1.2878407013504588E+01  4.4103349004251748E-05  3.7865391942359756E-04  6.4747131608850281E-04  7.0002657889422512E-03
  271  2.7027027027027027E-01  1.3097214742799310E+01  4.3373894665856051E-05  3.7871814178018282E-04  6.4990829413899960E-04  6.9421334109476473E-03
  272  2.7127127127127127E-01  1.3318959142982400E+01  4.2659155781390786E-05  3.7878370195097691E-04  6.5234611485655191E-04  6.8846976679679333E-03
  273  2.7227227227227227E-01  1.3543670581369828E+01  4.1958782979403513E-05  3.7885062311215231E-04  6.5478479555852600E-04  6.8279477134139668E-03
  274  2.7327327327327327E-01  1.3771379700056483E+01  4.1272436425178493E-05  3.7891892877171657E-04  6.5722435385254277E-04  6.7718729089257702E-03
  275  2.7427427427427427E-01  1.4002117419700484E+01  4.0599785526778791E-05  3.7898864277374196E-04  6.5966480764025033E-04  6.7164628196344535E-03
  276  2.7527527527527528E-01  1.4235914943391889E+01  3.9940508651178682E-05  3.7905978930265843E-04  6.6210617512113134E-04  6.6617072095487726E-03
  277  2.7627627627627628E-01  1.4472803760607657E+01  3.9294292850104920E-05  3.7913239288761140E-04  6.6454847479634511E-04  6.6075960370626071E-03
  278  2.7727727727727728E-01  1.4712815651254817E+01  3.8660833595221183E-05  3.7920647840688553E-04  6.6699172547260481E-04  6.5541194505797637E-03
  279  2.7827827827827828E-01  1.4955982689803784E+01  3.8039834522305008E-05  3.7928207109239608E-04  6.6943594626608987E-04  6.5012677842526317E-03
  280  2.7927927927927928E-01  1.5202337249513842E+01  3.7431007184080938E-05  3.7935919653424928E-04  6.7188115660639369E-04  6.4490315538313314E-03
  281  2.8028028028028028E-01  1.5451912006752848E+01  3.6834070811387279E-05  3.7943788068537315E-04  6.7432737624050685E-04  6.3974014526201081E-03
  282  2.8128128128128128E-01  1.5704739945413237E+01  3.6248752082367027E-05  3.7951814986622048E-04  6.7677462523683605E-04  6.3463683475378289E-03
  283  2.8228228228228228E-01  1.5960854361426502E+01  3.5674784899386033E-05  3.7960003076954527E-04  6.7922292398925877E-04  6.2959232752795444E-03
  284  2.8328328328328328E-01  1.6220288867378310E+01  3.5111910173393497E-05  3.7968355046525453E-04  6.8167229322121393E-04  6.2460574385761757E-03
  285  2.8428428428428428E-01  1.6483077397226514E+01  3.4559875615451317E-05  3.7976873640533692E-04  6.8412275398982869E-04  6.1967622025494823E-03
  286  2.8528528528528529E-01  1.6749254211124346E+01  3.4018435535169803E-05  3.7985561642886997E-04  6.8657432769008136E-04  6.1480290911595586E-03
  287  2.8628628628628629E-01  1.7018853900351138E+01  3.3487350645797761E-05  3.7994421876710764E-04  6.8902703605900086E-04  6.0998497837421977E-03
  288  2.8728728728728729E-01  1.7291911392352954E+01  3.2966387875724965E-05  3.8003457204864990E-04  6.9148090117990261E-04  6.0522161116335419E-03
  289  2.8828828828828829E-01  1.7568461955895598E+01  3.2455320186164672E-05  3.8012670530469634E-04  6.9393594548666103E-04  6.0051200548795280E-03
  290  2.8928928928928929E-01  1.7848541206332492E+01  3.1953926394792990E-05  3.8022064797438544E-04  6.9639219176801891E-04  5.9585537390277099E-03
  291  2.9029029029029029E-01  1.8132185110989991E+01  3.1461991005130725E-05  3.8031642991022159E-04  6.9884966317193359E-04  5.9125094319991224E-03
  292  2.9129129129129129E-01  1.8419429994672752E+01  3.0979304041461759E-05  3.8041408138359170E-04  7.0130838320996028E-04  5.8669795410379192E-03
  293  2.9229229229229229E-01  1.8710312545291836E+01  3.0505660889090060E-05  3.8051363309037353E-04  7.0376837576167234E-04  5.8219566097365948E-03
  294  2.9329329329329329E-01  1.9004869819618294E+01  3.0040862139745145E-05  3.8061511615663758E-04  7.0622966507911899E-04  5.7774333151346664E-03
  295  2.9429429429429429E-01  1.9303139249165020E+01  2.9584713441953228E-05  3.8071856214444489E-04  7.0869227579132024E-04  5.7334024648887573E-03
  296  2.9529529529529530E-01  1.9605158646199769E+01  2.9137025356198351E-05  3.8082400305774269E-04  7.1115623290879932E-04  5.6898569945120914E-03
  297  2.9629629629629630E-01  1.9910966209892250E+01  2.8697613214704588E-05  3.8093147134836025E-04  7.1362156182815268E-04  5.6467899646814669E-03
  298  2.9729729729729730E-01  2.0220600532598306E+01  2.8266296985676920E-05  3.8104099992210709E-04  7.1608828833665755E-04  5.6041945586098397E-03
  299  2.9829829829829830E-01  2.0534100606284262E+01  2.7842901141844590E-05  3.8115262214497586E-04  7.1855643861691731E-04  5.5620640794827030E-03
  300  2.9929929929929930E-01  2.0851505829094576E+01  2.7427254533156746E-05  3.8126637184945237E-04  7.2102603925154456E-04  5.5203919479565084E-03
  301  3.0030030030030030E-01  2.1172856012066009E+01  2.7019190263485885E-05  3.8138228334093501E-04  7.2349711722788215E-04  5.4791716997174234E-03
  302  3.0130130130130130E-01  2.1498191385991621E+01  2.6618545571200096E-05  3.8150039140426622E-04  7.2596969994276201E-04  5.4383969830987776E-03
  303  3.0230230230230230E-01  2.1827552608437953E+01  2.6225161713470383E-05  3.8162073131037842E-04  7.2844381520730210E-04  5.3980615567555962E-03
  304  3.0330330330330330E-01  2.2160980770918849E+01  2.5838883854184379E-05  3.8174333882305704E-04  7.3091949125174128E-04  5.3581592873946698E-03
  305  3.0430430430430430E-01  2.2498517406229452E+01  2.5459560955342590E-05  3.8186825020582335E-04  7.3339675673031230E-04  5.3186841475586580E-03
  306  3.0530530530530531E-01  2.2840204495943992E+01  2.5087045671817994E-05  3.8199550222893977E-04  7.3587564072615284E-04  5.2796302134627653E-03
  307  3.0630630630630631E-01  2.3186084478081062E+01  2.4721194249364224E-05  3.8212513217654045E-04  7.3835617275625473E-04  5.2409916628825785E-03
  308  3.0730730730730731E-01  2.3536200254940185E+01  2.4361866425761863E-05  3.8225717785389007E-04  7.4083838277645124E-04  5.2027627730916906E-03
  309  3.0830830830830831E-01  2.3890595201113541E+01  2.4008925334996487E-05  3.8239167759477362E-04  7.4332230118644254E-04  5.1649379188477817E-03
  310  3.0930930930930931E-01  2.4249313171676843E+01  2.3662237414366017E-05  3.8252867026902032E-04  7.4580795883485924E-04  5.1275115704258661E-03
  311  3.1031031031031031E-01  2.4612398510563419E+01  2.3321672314418704E-05  3.8266819529016472E-04  7.4829538702436411E-04  5.0904782916974518E-03
  312  3.1131131131131131E-01  2.4979896059125684E+01  2.2987102811626749E-05  3.8281029262324799E-04  7.5078461751679177E-04  5.0538327382543979E-03
  313  3.1231231231231231E-01  2.5351851164888262E+01  2.2658404723703971E-05  3.8295500279276284E-04  7.5327568253832650E-04  5.0175696555762901E-03
  314  3.1331331331331331E-01  2.5728309690497147E+01  2.2335456827479357E-05  3.8310236689074523E-04  7.5576861478471796E-04  4.9816838772401890E-03
  315  3.1431431431431431E-01  2.6109318022869362E+01  2.2018140779241472E-05  3.8325242658501618E-04  7.5826344742653491E-04  4.9461703231716414E-03
  316  3.1531531531531532E-01  2.6494923082547736E+01  2.1706341037471851E-05  3.8340522412757742E-04  7.6076021411445661E-04  4.9110239979358742E-03
  317  3.1631631631631632E-01  2.6885172333265481E+01  2.1399944787888402E-05  3.8356080236316409E-04  7.6325894898460212E-04  4.8762399890681257E-03
  318  3.1731731731731732E-01  2.7280113791725403E+01  2.1098841870722761E-05  3.8371920473795829E-04  7.6575968666389710E-04  4.8418134654420964E-03
  319  3.1831831831831832E-01  2.7679796037598679E+01  2.0802924710158213E-05  3.8388047530846731E-04  7.6826246227547816E-04  4.8077396756755333E-03
  320  3.1931931931931932E-01  2.8084268223748267E+01  2.0512088245857462E-05  3.8404465875057004E-04  7.7076731144413454E-04  4.7740139465719880E-03
  321  3.2032032032032032E-01  2.8493580086682134E+01  2.0226229866512064E-05  3.8421180036873575E-04  7.7327427030178706E-04  4.7406316815978187E-03
  322  3.2132132132132132E-01  2.8907781957241626E+01  1.9945249345347736E-05  3.8438194610541911E-04  7.7578337549300396E-04  4.7075883593935320E-03
  323  3.2232232232232232E-01  2.9326924771530415E+01  1.9669048777522112E-05  3.8455514255063551E-04  7.7829466418055371E-04  4.6748795323185855E-03
  324  3.2332332332332332E-01  2.9751060082089631E+01  1.9397532519353768E-05  3.8473143695172096E-04  7.8080817405099434E-04  4.6425008250287988E-03
  325  3.2432432432432432E-01  3.0180240069324893E+01  1.9130607129323487E-05  3.8491087722328079E-04  7.8332394332029919E-04  4.6104479330855440E-03
  326  3.2532532532532533E-01  3.0614517553191112E+01  1.8868181310790796E-05  3.8509351195733156E-04  7.8584201073951879E-04  4.5787166215959100E-03
  327  3.2632632632632633E-01  3.1053946005141096E+01  1.8610165856370859E-05  3.8527939043364073E-04  7.8836241560047861E-04  4.5473027238830592E-03
  328  3.2732732732732733E-01  3.1498579560344120E+01  1.8356473593918661E-05  3.8546856263026863E-04  7.9088519774151230E-04  4.5162021401860143E-03
  329  3.2832832832832833E-01  3.1948473030180804E+01  1.8107019334069326E-05  3.8566107923431751E-04  7.9341039755323026E-04  4.4854108363881386E-03
  330  3.2932932932932933E-01  3.2403681915020778E+01  1.7861719819285158E-05  3.8585699165289247E-04  7.9593805598432304E-04  4.4549248427735892E-03
  331  3.3033033033033033E-01  3.2864262417289808E+01  1.7620493674361726E-05  3.8605635202427927E-04  7.9846821454739928E-04  4.4247402528110465E-03
  332  3.3133133133133133E-01  3.3330271454833202E+01  1.7383261358346939E-05  3.8625921322934403E-04  8.0100091532485777E-04  4.3948532219640409E-03
  333  3.3233233233233233E-01  3.3801766674582511E+01  1.7149945117828669E-05  3.8646562890316012E-04  8.0353620097479325E-04  4.3652599665272158E-03
  334  3.3333333333333333E-01  3.4278806466532704E+01  1.6920468941547994E-05  3.8667565344686747E-04  8.0607411473693537E-04  4.3359567624878871E-03
  335  3.3433433433433433E-01  3.4761449978037198E+01  1.6694758516296598E-05  3.8688934203976981E-04  8.0861470043862049E-04  4.3069399444122736E-03
  336  3.3533533533533534E-01  3.5249757128428305E+01  1.6472741184058288E-05  3.8710675065167545E-04  8.1115800250079573E-04  4.2782059043557926E-03
  337  3.3633633633633634E-01  3.5743788623970855E+01  1.6254345900355964E-05  3.8732793605548723E-04  8.1370406594405470E-04  4.2497510907968304E-03
  338  3.3733733733733734E-01  3.6243605973156976E+01  1.6039503193766655E-05  3.8755295584004769E-04  8.1625293639470433E-04  4.2215720075934135E-03
  339  3.3833833833833834E-01  3.6749271502350172E+01  1.5828145126568536E-05  3.8778186842324527E-04  8.1880466009086229E-04  4.1936652129622229E-03
  340  3.3933933933933934E-01  3.7260848371787135E+01  1.5620205256485047E-05  3.8801473306538783E-04  8.2135928388858423E-04  4.1660273184794072E-03
  341  3.4034034034034034E-01  3.7778400591945850E+01  1.5415618599492387E-05  3.8825160988284979E-04  8.2391685526802015E-04  4.1386549881026684E-03
  342  3.4134134134134134E-01  3.8301993040288876E+01  1.5214321593657829E-05  3.8849255986199929E-04  8.2647742233959935E-04  4.1115449372141030E-03
  343  3.4234234234234234E-01  3.8831691478390837E+01  1.5016252063977350E-05  3.8873764487341207E-04  8.2904103385024290E-04  4.0846939316833018E-03
  344  3.4334334334334334E-01  3.9367562569459467E+01  1.4821349188182154E-05  3.8898692768637884E-04  8.3160773918960313E-04  4.0580987869502190E-03
  345  3.4434434434434434E-01  3.9909673896259744E+01  1.4629553463484647E-05  3.8924047198371307E-04  8.3417758839632905E-04  4.0317563671273382E-03
  346  3.4534534534534535E-01  4.0458093979450947E+01  1.4440806674235428E-05  3.8949834237686632E-04  8.3675063216435693E-04  4.0056635841206732E-03
  347  3.4634634634634635E-01  4.1012892296346705E+01  1.4255051860463781E-05  3.8976060442135853E-04  8.3932692184922506E-04  3.9798173967691564E-03
  348  3.4734734734734735E-01  4.1574139300108392E+01  1.4072233287275067E-05  3.9002732463253060E-04  8.4190650947441170E-04  3.9542148100019762E-03
  349  3.4834834834834835E-01  4.2141906439382495E+01  1.3892296415079293E-05  3.9029857050162697E-04  8.4448944773769516E-04  3.9288528740134391E-03
  350  3.4934934934934935E-01  4.2716266178392873E+01  1.3715187870625970E-05  3.9057441051221621E-04  8.4707579001753494E-04  3.9037286834549422E-03
  351  3.5035035035035035E-01  4.3297292017499110E+01  1.3540855418821187E-05  3.9085491415695744E-04  8.4966559037947277E-04  3.8788393766436526E-03
  352  3.5135135135135135E-01  4.3885058514232487E+01  1.3369247935303627E-05  3.9114015195472104E-04  8.5225890358255232E-04  3.8541821347875014E-03
  353  3.5235235235235235E-01  4.4479641304821393E+01  1.3200315379756986E-05  3.9143019546807196E-04  8.5485578508575636E-04  3.8297541812261102E-03
  354  3.5335335335335335E-01  4.5081117126218332E+01  1.3034008769936996E-05  3.9172511732112445E-04  8.5745629105446002E-04  3.8055527806872766E-03
  355  3.5435435435435435E-01  4.5689563838641003E+01  1.2870280156391970E-05  3.9202499121777698E-04  8.6006047836689871E-04  3.7815752385586576E-03
  356  3.5535535535535536E-01  4.6305060448640285E+01  1.2709082597856438E-05  3.9232989196033648E-04  8.6266840462064942E-04  3.7578189001742959E-03
  357  3.5635635635635636E-01  4.6927687132708297E+01  1.2550370137298131E-05  3.9263989546854133E-04  8.6528012813912357E-04  3.7342811501156465E-03
  358  3.5735735735735736E-01  4.7557525261440082E+01  1.2394097778599178E-05  3.9295507879899256E-04  8.6789570797807024E-04  3.7109594115267668E-03
  359  3.5835835835835836E-01  4.8194657424262824E+01  1.2240221463853011E-05  3.9327552016500315E-04  8.7051520393208767E-04  3.6878511454433449E-03
  360  3.5935935935935936E-01  4.8839167454746898E+01  1.2088698051259048E-05  3.9360129895687545E-04  8.7313867654114163E-04  3.6649538501352463E-03
  361  3.6036036036036036E-01  4.9491140456513457E+01  1.1939485293597800E-05  3.9393249576261704E-04  8.7576618709708872E-04  3.6422650604622700E-03
  362  3.6136136136136136E-01  5.0150662829753650E+01  1.1792541817269606E-05  3.9426919238910562E-04  8.7839779765020269E-04  3.6197823472428110E-03
  363  3.6236236236236236E-01  5.0817822298375010E+01  1.1647827101880715E-05  3.9461147188371375E-04  8.8103357101570181E-04  3.5975033166351349E-03
  364  3.6336336336336336E-01  5.1492707937790967E+01  1.1505301460360960E-05  3.9495941855640457E-04  8.8367357078027530E-04  3.5754256095309768E-03
  365  3.6436436436436436E-01  5.2175410203369889E+01  1.1364926019597757E-05  3.9531311800230984E-04  8.8631786130860654E-04  3.5535469009611849E-03
  366  3.6536536536536537E-01  5.2866020959560541E+01  1.1226662701571644E-05  3.9567265712480209E-04  8.8896650774989099E-04  3.5318648995131366E-03
  367  3.6636636636636637E-01  5.3564633509711275E+01  1.1090474204979044E-05  3.9603812415907268E-04  8.9161957604434633E-04  3.5103773467596589E-03
  368  3.6736736736736737E-01  5.4271342626600812E+01  1.0956323987328356E-05  3.9640960869622828E-04  8.9427713292971244E-04  3.4890820166991962E-03
  369  3.6836836836836837E-01  5.4986244583698944E+01  1.0824176247495954E-05  3.9678720170791813E-04  8.9693924594773874E-04  3.4679767152069703E-03
  370  3.6936936936936937E-01  5.5709437187176010E+01  1.0693995908729041E-05  3.9717099557150517E-04  8.9960598345065621E-04  3.4470592794968876E-03
  371  3.7037037037037037E-01  5.6441019808680544E+01  1.0565748602082749E-05  3.9756108409579416E-04  9.0227741460763129E-04  3.4263275775939511E-03
