 1000  1.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
   29  2.8028028028028028E-02  4.8475747039785004E-04  1.1635816125039162E+00  3.7603658605256655E-04  6.7267267319584467E-05  1.1370437363345725E+00
   30  2.9029029029029029E-02  5.6768100192385738E-04  9.9361239424598397E-01  3.7603658632634866E-04  6.9669669737737866E-05  1.0507205962502242E+00
   31  3.0030030030030030E-02  6.6123984643251894E-04  8.5302614933005038E-01  3.7603658665728367E-04  7.2072072159846634E-05  9.7355371325312346E-01
   32  3.1031031031031031E-02  7.6637440644156847E-04  7.3600432874735093E-01  3.7603658705478408E-04  7.4474474586720756E-05  9.0431332374186362E-01
   33  3.2032032032032032E-02  8.8407329766676382E-04  6.3801823082179588E-01  3.7603658752942640E-04  7.6876877019301178E-05  8.4196742535418259E-01
   34  3.3033033033033033E-02  1.0153741461385365E-03  5.5551432374428089E-01  3.7603658809305052E-04  7.9279279458675715E-05  7.8564504548405667E-01
   35  3.4034034034034034E-02  1.1613643725572186E-03  4.8568295744797003E-01  3.7603658875886403E-04  8.1681681906096298E-05  7.3460719469505914E-01
   36  3.5035035035035035E-02  1.3231819644813794E-03  4.2628670844482706E-01  3.7603658954155155E-04  8.4084084362997623E-05  6.8822372690283652E-01
   37  3.6036036036036036E-02  1.5020162368990860E-03  3.7553181638740168E-01  3.7603659045738908E-04  8.6486486831017260E-05  6.4595477687201886E-01
   38  3.7037037037037037E-02  1.6991085816917671E-03  3.3197106610157174E-01  3.7603659152436364E-04  8.8888889312017307E-05  6.0733577213338711E-01
   39  3.8038038038038038E-02  1.9157532064642228E-03  2.9442982908246578E-01  3.7603659276229795E-04  9.1291291808107634E-05  5.7196525640642991E-01
   40  3.9039039039039039E-02  2.1532978631816917E-03  2.6194931083804122E-01  3.7603659419298064E-04  9.3693694321670809E-05  5.3949493956852443E-01
   41  4.0040040040040040E-02  2.4131445670253294E-03  2.3374268639684524E-01  3.7603659584030166E-04  9.6096096855388753E-05  5.0962152230502857E-01
   42  4.1041041041041041E-02  2.6967503058506148E-03  2.0916096509634935E-01  3.7603659773039327E-04  9.8498499412271223E-05  4.8207994391934318E-01
   43  4.2042042042042042E-02  3.0056277406087680E-03  1.8766625427918743E-01  3.7603659989177645E-04  1.0090090199568616E-04  4.5663777801470639E-01
   44  4.3043043043043043E-02  3.3413458970689653E-03  1.6881068913818813E-01  3.7603660235551299E-04  1.0330330460939203E-04  4.3309055909332012E-01
   45  4.4044044044044044E-02  3.7055308491587454E-03  1.5221973063889089E-01  3.7603660515536325E-04  1.0570570725757214E-04  4.1125786806237775E-01
   46  4.5045045045045045E-02  4.0998663942213075E-03  1.3757885215160917E-01  3.7603660832794954E-04  1.0810810994487109E-04  3.9098003948995371E-01
   47  4.6046046046046046E-02  4.5260947204712361E-03  1.2462287086441296E-01  3.7603661191292544E-04  1.1051051267643346E-04  3.7211538064962380E-01
   48  4.7047047047047047E-02  4.9860170669143917E-03  1.1312735523362199E-01  3.7603661595315095E-04  1.1291291545794464E-04  3.5453781373880433E-01
   49  4.8048048048048048E-02  5.4814943759831431E-03  1.0290167097747740E-01  3.7603662049487349E-04  1.1531531829567408E-04  3.3813486950472130E-01
   50  4.9049049049049049E-02  6.0144479391246710E-03  9.3783327096844698E-02  3.7603662558791502E-04  1.1771772119652096E-04  3.2280597388256602E-01
   51  5.0050050050050050E-02  6.5868600355676373E-03  8.5633358517263387E-02  3.7603663128586518E-04  1.2012012416806229E-04  3.0846097991527658E-01
   52  5.1051051051051051E-02  7.2007745644809914E-03  7.8332539287053216E-02  3.7603663764628053E-04  1.2252252721860361E-04  2.9501890577282072E-01
   53  5.2052052052052052E-02  7.8582976707279989E-03  7.1778264292205223E-02  3.7603664473089002E-04  1.2492493035723241E-04  2.8240684657305875E-01
   54  5.3053053053053053E-02  8.5615983644086503E-03  6.5881971438129862E-02  3.7603665260580671E-04  1.2732733359387415E-04  2.7055903327520034E-01
   55  5.4054054054054054E-02  9.3129091343743721E-03  6.0567002627639309E-02  3.7603666134174583E-04  1.2972973693935124E-04  2.5941601644128665E-01
   56  5.5055055055055055E-02  1.0114526555890364E-02  5.5766822441420830E-02  3.7603667101424915E-04  1.3213214040544482E-04  2.4892395635218228E-01
   57  5.6056056056056056E-02  1.0968811892612868E-02  5.1423529556172459E-02  3.7603668170391589E-04  1.3453454400495956E-04  2.3903400398774616E-01
   58  5.7057057057057057E-02  1.1878191693041193E-02  4.7486608637189296E-02  3.7603669349664005E-04  1.3693694775179155E-04  2.2970175986649708E-01
   59  5.8058058058058058E-02  1.2845158381597321E-02  4.3911880489841043E-02  3.7603670648385438E-04  1.3933935166099932E-04  2.2088679979130850E-01
   60  5.9059059059059059E-02  1.3872270844479402E-02  4.0660616237077159E-02  3.7603672076278086E-04  1.4174175574887809E-04  2.1255225824639288E-01
   61  6.0060060060060060E-02  1.4962155010429300E-02  3.7698787658720285E-02  3.7603673643668801E-04  1.4414416003303739E-04  2.0466446160245443E-01
   62  6.1061061061061061E-02  1.6117504426548638E-02  3.4996430929693098E-02  3.7603675361515480E-04  1.4654656453248207E-04  1.9719260446379462E-01
   63  6.2062062062062062E-02  1.7341080829292424E-02  3.2527105096512462E-02  3.7603677241434145E-04  1.4894896926769682E-04  1.9010846347549561E-01
   64  6.3063063063063063E-02  1.8635714710764280E-02  3.0267429942469202E-02  3.7603679295726706E-04  1.5135137426073428E-04  1.8338614373461990E-01
   65  6.4064064064064064E-02  2.0004305880432590E-02  2.8196690574146704E-02  3.7603681537409409E-04  1.5375377953530685E-04  1.7700185364423826E-01
   66  6.5065065065065065E-02  2.1449824022382427E-02  2.6296498242365553E-02  3.7603683980241996E-04  1.5615618511688227E-04  1.7093370463547022E-01
   67  6.6066066066066066E-02  2.2975309248213954E-02  2.4550498689161780E-02  3.7603686638757549E-04  1.5855859103278307E-04  1.6516153267890930E-01
   68  6.7067067067067067E-02  2.4583872645694084E-02  2.2944120767855966E-02  3.7603689528293056E-04  1.6096099731228997E-04  1.5966673892780539E-01
   69  6.8068068068068068E-02  2.6278696823264478E-02  2.1464359278118888E-02  3.7603692665020685E-04  1.6336340398674933E-04  1.5443214719351268E-01
   70  6.9069069069069069E-02  2.8063036450505523E-02  2.0099586941866222E-02  3.7603696065979776E-04  1.6576581108968481E-04  1.4944187625913748E-01
   71  7.0070070070070070E-02  2.9940218794652647E-02  1.8839391258469502E-02  3.7603699749109561E-04  1.6816821865691318E-04  1.4468122529842980E-01
   72  7.1071071071071071E-02  3.1913644253258304E-02  1.7674432650907628E-02  3.7603703733282612E-04  1.7057062672666451E-04  1.4013657089071531E-01
   73  7.2072072072072072E-02  3.3986786883090025E-02  1.6596320873619527E-02  3.7603708038339024E-04  1.7297303533970685E-04  1.3579527431484470E-01
   74  7.3073073073073073E-02  3.6163194925352303E-02  1.5597507118525840E-02  3.7603712685121341E-04  1.7537544453947530E-04  1.3164559797056912E-01
   75  7.4074074074074074E-02  3.8446491327317452E-02  1.4671189644602857E-02  3.7603717695510224E-04  1.7777785437220589E-04  1.2767662991846436E-01
   76  7.5075075075075075E-02  4.0840374260448258E-02  1.3811231082012177E-02  3.7603723092460873E-04  1.8018026488707402E-04  1.2387821565290188E-01
   77  7.6076076076076076E-02  4.3348617635092963E-02  1.3012085835096398E-02  3.7603728900040206E-04  1.8258267613633782E-04  1.2024089632943989E-01
   78  7.7077077077077077E-02  4.5975071611831015E-02  1.2268736238505833E-02  3.7603735143464798E-04  1.8498508817548645E-04  1.1675585276077329E-01
   79  7.8078078078078078E-02  4.8723663109546075E-02  1.1576636314657187E-02  3.7603741849139589E-04  1.8738750106339331E-04  1.1341485457605625E-01
   80  7.9079079079079079E-02  5.1598396310300876E-02  1.0931662144659614E-02  3.7603749044697359E-04  1.8978991486247451E-04  1.1021021400870255E-01
   81  8.0080080080080080E-02  5.4603353161086844E-02  1.0330068003727660E-02  3.7603756759038988E-04  1.9219232963885252E-04  1.0713474383912615E-01
   82  8.1081081081081081E-02  5.7742693872519756E-02  9.7684475300182809E-03  3.7603765022374491E-04  1.9459474546252509E-04  1.0418171907253787E-01
   83  8.2082082082082082E-02  6.1020657414551192E-02  9.2436992961577925E-03  3.7603773866264844E-04  1.9699716240753966E-04  1.0134484197891317E-01
   84  8.3083083083083083E-02  6.4441562009264161E-02  8.7529962382643653E-03  3.7603783323664604E-04  1.9939958055217336E-04  9.8618210163484997E-02
   85  8.4084084084084084E-02  6.8009805620819955E-02  8.2937584703492240E-03  3.7603793428965320E-04  2.0180199997911849E-04  9.5996287372361001E-02
   86  8.5085085085085085E-02  7.1729866442622094E-02  7.8636290745333367E-03  3.7603804218039750E-04  2.0420442077567393E-04  9.3473876769771215E-02
   87  8.6086086086086086E-02  7.5606303381762102E-02  7.4604525111641198E-03  3.7603815728286893E-04  2.0660684303394225E-04  9.1046096451584594E-02
   88  8.7087087087087087E-02  7.9643756540810821E-02  7.0822553390124752E-03  3.7603827998677814E-04  2.0900926685103286E-04  8.8708356984574744E-02
   89  8.8088088088088088E-02  8.3846947697018050E-02  6.7272289754096184E-03  3.7603841069802308E-04  2.1141169232927121E-04  8.6456340782884416E-02
   90  8.9089089089089089E-02  8.8220680778982416E-02  6.3937142603996543E-03  3.7603854983916372E-04  2.1381411957641414E-04  8.4285983152595523E-02
   91  9.0090090090090090E-02  9.2769842340852620E-02  6.0801876185410522E-03  3.7603869784990506E-04  2.1621654870587150E-04  8.2193454852568216E-02
   92  9.1091091091091091E-02  9.7499402034120485E-02  5.7852486375658719E-03  3.7603885518758851E-04  2.1861897983693422E-04  8.0175146035039176E-02
   93  9.2092092092092092E-02  1.0241441307706564E-01  5.5076089052728344E-03  3.7603902232769157E-04  2.2102141309500877E-04  7.8227651443100027E-02
   94  9.3093093093093093E-02  1.0752001272191106E-01  5.2460819652745145E-03  3.7603919976433600E-04  2.2342384861185835E-04  7.6347756754315498E-02
   95  9.4094094094094094E-02  1.1282142271974831E-01  4.9995742689519674E-03  3.7603938801080437E-04  2.2582628652585067E-04  7.4532425970564932E-02
   96  9.5095095095095095E-02  1.1832394978329076E-01  4.7670770155422243E-03  3.7603958760006519E-04  2.2822872698221267E-04  7.2778789763854694E-02
   97  9.6096096096096096E-02  1.2403298604751291E-01  4.5476587849935923E-03  3.7603979908530653E-04  2.3063117013329208E-04  7.1084134696487909E-02
   98  9.7097097097097097E-02  1.2995400952823345E-01  4.3404588793250840E-03  3.7604002304047833E-04  2.3303361613882613E-04  6.9445893241709999E-02
   99  9.8098098098098098E-02  1.3609258457869970E-01  4.1446812979371388E-03  3.7604026006084330E-04  2.3543606516621731E-04  6.7861634537876972E-02
  100  9.9099099099099099E-02  1.4245436234423072E-01  3.9595892808273044E-03  3.7604051076353653E-04  2.3783851739081652E-04  6.6329055815409221E-02
  101  1.0010010010010010E-01  1.4904508121497648E-01  3.7845003611264583E-03  3.7604077578813388E-04  2.4024097299621353E-04  6.4845974441376240E-02
  102  1.0110110110110110E-01  1.5587056727685023E-01  3.6187818749256431E-03  3.7604105579722912E-04  2.4264343217453500E-04  6.3410320531577362E-02
  103  1.0210210210210210E-01  1.6293673476069153E-01  3.4618468821286938E-03  3.7604135147701998E-04  2.4504589512675004E-04  6.2020130084501991E-02
  104  1.0310310310310310E-01  1.7024958648971724E-01  3.3131504571432413E-03  3.7604166353790299E-04  2.4744836206298363E-04  6.0673538595624311E-02
  105  1.0410410410410410E-01  1.7781521432531798E-01  3.1721863127001426E-03  3.7604199271507737E-04  2.4985083320283780E-04  5.9368775114160089E-02
  106  1.0510510510510511E-01  1.8563979961125804E-01  3.0384837240447513E-03  3.7604233976915782E-04  2.5225330877572076E-04  5.8104156707729531E-02
  107  1.0610610610610611E-01  1.9372961361633643E-01  2.9116047242383461E-03  3.7604270548679639E-04  2.5465578902118423E-04  5.6878083303367644E-02
  108  1.0710710710710711E-01  2.0209101797556778E-01  2.7911415444013640E-03  3.7604309068131339E-04  2.5705827418926887E-04  5.5689032876035677E-02
  109  1.0810810810810811E-01  2.1073046512994158E-01  2.6767142754712267E-03  3.7604349619333748E-04  2.5946076454085807E-04  5.4535556958243378E-02
  110  1.0910910910910911E-01  2.1965449876481908E-01  2.5679687304794040E-03  3.7604392289145486E-04  2.6186326034804021E-04  5.3416276446618405E-02
  111  1.1011011011011011E-01  2.2886975424702740E-01  2.4645744885122925E-03  3.7604437167286778E-04  2.6426576189447942E-04  5.2329877683279481E-02
  112  1.1111111111111111E-01  2.3838295906071118E-01  2.3662231034410353E-03  3.7604484346406220E-04  2.6666826947579508E-04  5.1275108791704679E-02
  113  1.1211211211211211E-01  2.4820093324200255E-01  2.2726264622149741E-03  3.7604533922148484E-04  2.6907078339995013E-04  5.0250776248454050E-02
  114  1.1311311311311311E-01  2.5833058981257086E-01  2.1835152790368294E-03  3.7604585993222960E-04  2.7147330398764823E-04  4.9255741673623182E-02
  115  1.1411411411411411E-01  2.6877893521211441E-01  2.0986377130966333E-03  3.7604640661473333E-04  2.7387583157274006E-04  4.8288918824285988E-02
  116  1.1511511511511512E-01  2.7955306972985716E-01  2.0177580987549325E-03  3.7604698031948112E-04  2.7627836650263875E-04  4.7349270776444237E-02
  117  1.1611611611611612E-01  2.9066018793511409E-01  1.9406557781504729E-03  3.7604758212972105E-04  2.7868090913874456E-04  4.6435807282149947E-02
  118  1.1711711711711712E-01  3.0210757910699007E-01  1.8671240271781431E-03  3.7604821316218851E-04  2.8108345985687907E-04  4.5547582289515204E-02
  119  1.1811811811811812E-01  3.1390262766327755E-01  1.7969690666522231E-03  3.7604887456784013E-04  2.8348601904772885E-04  4.4683691614281916E-02
  120  1.1911911911911912E-01  3.2605281358861994E-01  1.7300091512493042E-03  3.7604956753259733E-04  2.8588858711729878E-04  4.3843270752499804E-02
  121  1.2012012012012012E-01  3.3856571286200807E-01  1.6660737295245667E-03  3.7605029327809959E-04  2.8829116448737524E-04  4.3025492824662384E-02
  122  1.2112112112112112E-01  3.5144899788367859E-01  1.6050026689232369E-03  3.7605105306246747E-04  2.9069375159599913E-04  4.2229566642384536E-02
  123  1.2212212212212212E-01  3.6471043790148401E-01  1.5466455402737401E-03  3.7605184818107540E-04  2.9309634889794897E-04  4.1454734889377838E-02
  124  1.2312312312312312E-01  3.7835789943680566E-01  1.4908609567572024E-03  3.7605267996733433E-04  2.9549895686523420E-04  4.0700272409096594E-02
  125  1.2412412412412412E-01  3.9239934671008168E-01  1.4375159628055869E-03  3.7605354979348426E-04  2.9790157598759875E-04  3.9965484591993557E-02
  126  1.2512512512512513E-01  4.0684284206602381E-01  1.3864854687932645E-03  3.7605445907139675E-04  3.0030420677303501E-04  3.9249705855844245E-02
  127  1.2612612612612613E-01  4.2169654639859800E-01  1.3376517277589835E-03  3.7605540925338734E-04  3.0270684974830841E-04  3.8552298213076504E-02
  128  1.2712712712712713E-01  4.3696871957584518E-01  1.2909038507312382E-03  3.7605640183303810E-04  3.0510950545949263E-04  3.7872649919481448E-02
  129  1.2812812812812813E-01  4.5266772086462019E-01  1.2461373575337111E-03  3.7605743834603025E-04  3.0751217447251568E-04  3.7210174199086273E-02
  130  1.2912912912912913E-01  4.6880200935532845E-01  1.2032537602221111E-03  3.7605852037098686E-04  3.0991485737371691E-04  3.6564308040341915E-02
  131  1.3013013013013013E-01  4.8538014438674113E-01  1.1621601765523263E-03  3.7605964953032582E-04  3.1231755477041500E-04  3.5934511059121709E-02
  132  1.3113113113113113E-01  5.0241078597097191E-01  1.1227689711050040E-03  3.7606082749112304E-04  3.1472026729148733E-04  3.5320264424343713E-02
  133  1.3213213213213213E-01  5.1990269521869957E-01  1.0849974218958230E-03  3.7606205596598592E-04  3.1712299558796054E-04  3.4721069842321376E-02
  134  1.3313313313313313E-01  5.3786473476472259E-01  1.0487674104859413E-03  3.7606333671393719E-04  3.1952574033361262E-04  3.4136448596216876E-02
  135  1.3413413413413413E-01  5.5630586919393402E-01  1.0140051337752715E-03  3.7606467154130918E-04  3.2192850222558659E-04  3.3565940637220534E-02
  136  1.3513513513513514E-01  5.7523516546780638E-01  9.8064083581403205E-04  3.7606606230264847E-04  3.2433128198501595E-04  3.3009103724310024E-02
  137  1.3613613613613614E-01  5.9466179335147856E-01  9.4860855810696271E-04  3.7606751090163115E-04  3.2673408035766193E-04  3.2465512609656057E-02
  138  1.3713713713713714E-01  6.1459502584153868E-01  9.1784590701101107E-04  3.7606901929198859E-04  3.2913689811456281E-04  3.1934758266938395E-02
  139  1.3813813813813814E-01  6.3504423959459885E-01  8.8829383694241687E-04  3.7607058947844382E-04  3.3153973605269534E-04  3.1416447160018604E-02
  140  1.3913913913913914E-01  6.5601891535676001E-01  8.5989644821401419E-04  3.7607222351765865E-04  3.3394259499564847E-04  3.0910200549585106E-02
  141  1.4014014014014014E-01  6.7752863839406719E-01  8.3260079841921972E-04  3.7607392351919145E-04  3.3634547579430941E-04  3.0415653835542933E-02
  142  1.4114114114114114E-01  6.9958309892405774E-01  8.0635672636644872E-04  3.7607569164646579E-04  3.3874837932756236E-04  2.9932455933066085E-02
  143  1.4214214214214214E-01  7.2219209254850764E-01  7.8111668764738612E-04  3.7607753011774989E-04  3.4115130650299982E-04  2.9460268680365391E-02
  144  1.4314314314314314E-01  7.4536552068748294E-01  7.5683560099534641E-04  3.7607944120714700E-04  3.4355425825764675E-04  2.8998766276350188E-02
  145  1.4414414414414414E-01  7.6911339101480650E-01  7.3347070465651912E-04  3.7608142724559671E-04  3.4595723555869769E-04  2.8547634746478641E-02
  146  1.4514514514514515E-01  7.9344581789505198E-01  7.1098142205779091E-04  3.7608349062188739E-04  3.4836023940426702E-04  2.8106571435199811E-02
  147  1.4614614614614615E-01  8.1837302282218034E-01  6.8932923611057942E-04  3.7608563378367958E-04  3.5076327082415236E-04  2.7675284523491342E-02
  148  1.4714714714714715E-01  8.4390533485993621E-01  6.6847757154117349E-04  3.7608785923854067E-04  3.5316633088061146E-04  2.7253492570090363E-02
  149  1.4814814814814815E-01  8.7005319108412456E-01  6.4839168468487390E-04  3.7609016955499071E-04  3.5556942066915246E-04  2.6840924075102472E-02
  150  1.4914914914914915E-01  8.9682713702689074E-01  6.2903856022414710E-04  3.7609256736355951E-04  3.5797254131933799E-04  2.6437317064754996E-02
  151  1.5015015015015015E-01  9.2423782712313002E-01  6.1038681439038938E-04  3.7609505535785519E-04  3.6037569399560289E-04  2.6042418696136447E-02
  152  1.5115115115115115E-01  9.5229602515915534E-01  5.9240660418506025E-04  3.7609763629564396E-04  3.6277887989808597E-04  2.5655984880834775E-02
  153  1.5215215215215215E-01  9.8101260472375553E-01  5.7506954220916675E-04  3.7610031299994158E-04  3.6518210026347583E-04  2.5277779926452903E-02
  154  1.5315315315315315E-01  1.0103985496617788E+00  5.5834861672061947E-04  3.7610308836011623E-04  3.6758535636587086E-04  2.4907576195041529E-02
  155  1.5415415415415415E-01  1.0404649545303798E+00  5.4221811656706988E-04  3.7610596533300303E-04  3.6998864951765368E-04  2.4545153777546618E-02
  156  1.5515515515515516E-01  1.0712230250580719E+00  5.2665356066768799E-04  3.7610894694403035E-04  3.7239198107038001E-04  2.4190300183422648E-02
  157  1.5615615615615616E-01  1.1026840786067291E+00  5.1163163174114024E-04  3.7611203628835774E-04  3.7479535241568225E-04  2.3842810044612803E-02
  158  1.5715715715715716E-01  1.1348595446366864E+00  4.9713011399895551E-04  3.7611523653202579E-04  3.7719876498618783E-04  2.3502484833144193E-02
  159  1.5815815815815816E-01  1.1677609651750889E+00  4.8312783454367860E-04  3.7611855091311788E-04  3.7960222025645246E-04  2.3169132591630007E-02
  160  1.5915915915915916E-01  1.2013999952876471E+00  4.6960460822985148E-04  3.7612198274293397E-04  3.8200571974390857E-04  2.2842567676011564E-02
  161  1.6016016016016016E-01  1.2357884035539546E+00  4.5654118576306254E-04  3.7612553540717633E-04  3.8440926500982890E-04  2.2522610509911604E-02
  162  1.6116116116116116E-01  1.2709380725465331E+00  4.4391920482818366E-04  3.7612921236714759E-04  3.8681285766030546E-04  2.2209087350006170E-02
  163  1.6216216216216216E-01  1.3068609993137694E+00  4.3172114405258214E-04  3.7613301716096088E-04  3.8921649934724407E-04  2.1901830061856124E-02
  164  1.6316316316316316E-01  1.3435692958669157E+00  4.1993027962364934E-04  3.7613695340476240E-04  3.9162019176937456E-04  2.1600675905670930E-02
  165  1.6416416416416416E-01  1.3810751896713264E+00  4.0853064439252046E-04  3.7614102479396628E-04  3.9402393667327673E-04  2.1305467331506992E-02
  166  1.6516516516516517E-01  1.4193910241421107E+00  3.9750698930745315E-04  3.7614523510450200E-04  3.9642773585442237E-04  2.1016051783430609E-02
  167  1.6616616616616617E-01  1.4585292591443829E+00  3.8684474703106235E-04  3.7614958819407441E-04  3.9883159115823332E-04  2.0732281512201700E-02
  168  1.6716716716716717E-01  1.4985024714982968E+00  3.7652999760554331E-04  3.7615408800343629E-04  4.0123550448115583E-04  2.0454013396058957E-02
  169  1.6816816816816817E-01  1.5393233554890555E+00  3.6654943603921850E-04  3.7615873855767384E-04  4.0363947777175135E-04  2.0181108769210062E-02
  170  1.6916916916916917E-01  1.5810047233820921E+00  3.5689034169627356E-04  3.7616354396750488E-04  4.0604351303180387E-04  1.9913433257652249E-02
  171  1.7017017017017017E-01  1.6235595059436207E+00  3.4754054937945663E-04  3.7616850843059009E-04  4.0844761231744394E-04  1.9650856621968775E-02
  172  1.7117117117117117E-01  1.6670007529667626E+00  3.3848842200285216E-04  3.7617363623285725E-04  4.1085177774028964E-04  1.9393252606765987E-02
  173  1.7217217217217217E-01  1.7113416338034566E+00  3.2972282475864945E-04  3.7617893174983866E-04  4.1325601146860448E-04  1.9140498796433629E-02
  174  1.7317317317317317E-01  1.7565954379023676E+00  3.2123310068814800E-04  3.7618439944802180E-04  4.1566031572847257E-04  1.8892476476927941E-02
  175  1.7417417417417417E-01  1.8027755753530121E+00  3.1300904757311460E-04  3.7619004388621335E-04  4.1806469280499099E-04  1.8649070503293027E-02
  176  1.7517517517517518E-01  1.8498955774363250E+00  3.0504089606906393E-04  3.7619586971691670E-04  4.2046914504347977E-04  1.8410169172650930E-02
  177  1.7617617617617618E-01  1.8979690971818958E+00  2.9731928900710829E-04  3.7620188168772300E-04  4.2287367485070942E-04  1.8175664102404998E-02
  178  1.7717717717717718E-01  1.9470099099321092E+00  2.8983526179574046E-04  3.7620808464271597E-04  4.2527828469614625E-04  1.7945450113414402E-02
  179  1.7817817817817818E-01  1.9970319139134291E+00  2.8258022385830477E-04  3.7621448352389043E-04  4.2768297711321565E-04  1.7719425117910218E-02
  180  1.7917917917917918E-01  2.0480491308150708E+00  2.7554594104599814E-04  3.7622108337258483E-04  4.3008775470058347E-04  1.7497490011935304E-02
  181  1.8018018018018018E-01  2.1000757063753124E+00  2.6872451897004902E-04  3.7622788933092784E-04  4.3249262012345563E-04  1.7279548572101357E-02
  182  1.8118118118118118E-01  2.1531259109757009E+00  2.6210838720026789E-04  3.7623490664329905E-04  4.3489757611489618E-04  1.7065507356467050E-02
  183  1.8218218218218218E-01  2.2072141402434148E+00  2.5569028428046732E-04  3.7624214065780402E-04  4.3730262547716382E-04  1.6855275609351095E-02
  184  1.8318318318318318E-01  2.2623549156620510E+00  2.4946324351433085E-04  3.7624959682776379E-04  4.3970777108306730E-04  1.6648765169903438E-02
  185  1.8418418418418418E-01  2.3185628851911095E+00  2.4342057947818325E-04  3.7625728071321891E-04  4.4211301587733953E-04  1.6445890384266665E-02
