 1000  5.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
  183  1.8218218218218218E-01  2.2389784254064873E+00  9.1592875134322203E-05  1.3671631423113183E-04  8.7448907650798750E-05  1.0088104939004055E-02
  184  1.8318318318318318E-01  2.2948770149025168E+00  8.9362054564960151E-05  1.3671661668372772E-04  8.7929449389977836E-05  9.9644955586745393E-03
  185  1.8418418418418418E-01  2.3518552647369019E+00  8.7197284468501919E-05  1.3671692836533836E-04  8.8409993344096531E-05  9.8430621064620336E-03
  186  1.8518518518518519E-01  2.4099280001680461E+00  8.5096266047544229E-05  1.3671724950515085E-04  8.8890539580546651E-05  9.7237547644669440E-03
  187  1.8618618618618619E-01  2.4691101685745030E+00  8.3056792327550830E-05  1.3671758033675769E-04  8.9371088168388492E-05  9.6065251162108465E-03
  188  1.8718718718718719E-01  2.5294168398202460E+00  8.1076744022111998E-05  1.3671792109821704E-04  8.9851639178382779E-05  9.4913260999546320E-03
  189  1.8818818818818819E-01  2.5908632066202516E+00  7.9154085605195380E-05  1.3671827203211361E-04  9.0332192683023058E-05  9.3781119638108742E-03
  190  1.8918918918918919E-01  2.6534645849064373E+00  7.7286861578995250E-05  1.3671863338561995E-04  9.0812748756568523E-05  9.2668382225723603E-03
  191  1.9019019019019019E-01  2.7172364141939937E+00  7.5473192926670439E-05  1.3671900541055832E-04  9.1293307475077285E-05  9.1574616161825134E-03
  192  1.9119119119119119E-01  2.7821942579481525E+00  7.3711273739900122E-05  1.3671938836346305E-04  9.1773868916440088E-05  9.0499400697770202E-03
  193  1.9219219219219219E-01  2.8483538039514333E+00  7.1999368011784326E-05  1.3671978250564336E-04  9.2254433160414474E-05  8.9442326552293729E-03
  194  1.9319319319319319E-01  2.9157308646714096E+00  7.0335806586175377E-05  1.3672018810324678E-04  9.2735000288659395E-05  8.8402995541362474E-03
  195  1.9419419419419419E-01  2.9843413776290401E+00  6.8718984255050089E-05  1.3672060542732300E-04  9.3215570384770291E-05  8.7381020221816854E-03
  196  1.9519519519519520E-01  3.0542014057676068E+00  6.7147356996022895E-05  1.3672103475388832E-04  9.3696143534314620E-05  8.6376023548219354E-03
  197  1.9619619619619620E-01  3.1253271378223061E+00  6.5619439342559450E-05  1.3672147636399051E-04  9.4176719824867855E-05  8.5387638542355411E-03
  198  1.9719719719719720E-01  3.1977348886905379E+00  6.4133801879880735E-05  1.3672193054377429E-04  9.4657299346049946E-05  8.4415507974858598E-03
  199  1.9819819819819820E-01  3.2714410998029384E+00  6.2689068859951218E-05  1.3672239758454731E-04  9.5137882189562254E-05  8.3459284058456527E-03
  200  1.9919919919919920E-01  3.3464623394952047E+00  6.1283915929323048E-05  1.3672287778284657E-04  9.5618468449224958E-05  8.2518628152357246E-03
  201  2.0020020020020020E-01  3.4228153033807571E+00  5.9917067963963238E-05  1.3672337144050552E-04  9.6099058221014942E-05  8.1593210477318000E-03
  202  2.0120120120120120E-01  3.5005168147242894E+00  5.8587297005523861E-05  1.3672387886472153E-04  9.6579651603104163E-05  8.0682709840959292E-03
  203  2.0220220220220220E-01  3.5795838248162550E+00  5.7293420293827969E-05  1.3672440036812398E-04  9.7060248695898500E-05  7.9786813372907105E-03
  204  2.0320320320320320E-01  3.6600334133483401E+00  5.6034298390637495E-05  1.3672493626884291E-04  9.7540849602077098E-05  7.8905216269365092E-03
  205  2.0420420420420420E-01  3.7418827887899732E+00  5.4808833390045136E-05  1.3672548689057807E-04  9.8021454426632203E-05  7.8037621546736560E-03
  206  2.0520520520520521E-01  3.8251492887659246E+00  5.3615967211091296E-05  1.3672605256266868E-04  9.8502063276909487E-05  7.7183739803933157E-03
  207  2.0620620620620621E-01  3.9098503804350469E+00  5.2454679968450635E-05  1.3672663362016357E-04  9.8982676262648885E-05  7.6343288993023435E-03
  208  2.0720720720720721E-01  3.9960036608702112E+00  5.1323988417261684E-05  1.3672723040389201E-04  9.9463293496025922E-05  7.5515994197889914E-03
  209  2.0820820820820821E-01  4.0836268574394917E+00  5.0222944468388244E-05  1.3672784326053493E-04  9.9943915091693558E-05  7.4701587420577949E-03
  210  2.0920920920920921E-01  4.1727378281886559E+00  4.9150633770603778E-05  1.3672847254269682E-04  1.0042454116682454E-04  7.3899807375033710E-03
  211  2.1021021021021021E-01  4.2633545622250152E+00  4.8106174356380563E-05  1.3672911860897808E-04  1.0090517184115427E-04  7.3110399287941829E-03
  212  2.1121121121121121E-01  4.3554951801026927E+00  4.7088715348144707E-05  1.3672978182404798E-04  1.0138580723702418E-04  7.2333114706385968E-03
  213  2.1221221221221221E-01  4.4491779342093684E+00  4.6097435722027000E-05  1.3673046255871816E-04  1.0186644747942565E-04  7.1567711312067573E-03
  214  2.1321321321321321E-01  4.5444212091545579E+00  4.5131543126298605E-05  1.3673116119001666E-04  1.0234709269604446E-04  7.0813952741829541E-03
  215  2.1421421421421421E-01  4.6412435221594866E+00  4.4190272751830413E-05  1.3673187810126252E-04  1.0282774301730570E-04  7.0071608414242463E-03
  216  2.1521521521521522E-01  4.7396635234486197E+00  4.3272886252056076E-05  1.3673261368214096E-04  1.0330839857641932E-04  6.9340453362021476E-03
  217  2.1621621621621622E-01  4.8396999966429103E+00  4.2378670710051788E-05  1.3673336832877910E-04  1.0378905950942616E-04  6.8620268070051683E-03
  218  2.1721721721721722E-01  4.9413718591548280E+00  4.1506937650471387E-05  1.3673414244382223E-04  1.0426972595524448E-04  6.7910838318809523E-03
  219  2.1821821821821822E-01  5.0446981625852332E+00  4.0657022094193667E-05  1.3673493643651069E-04  1.0475039805571714E-04  6.7211955032976479E-03
  220  2.1921921921921922E-01  5.1496980931221605E+00  3.9828281653650427E-05  1.3673575072275729E-04  1.0523107595565922E-04  6.6523414135050082E-03
  221  2.2022022022022022E-01  5.2563909719415800E+00  3.9020095666909140E-05  1.3673658572522532E-04  1.0571175980290628E-04  6.5845016403765342E-03
  222  2.2122122122122122E-01  5.3647962556102011E+00  3.8231864368683555E-05  1.3673744187340707E-04  1.0619244974836312E-04  6.5176567337147548E-03
  223  2.2222222222222222E-01  5.4749335364903895E+00  3.7463008096539404E-05  1.3673831960370306E-04  1.0667314594605313E-04  6.4517877020024808E-03
  224  2.2322322322322322E-01  5.5868225431472654E+00  3.6712966530651083E-05  1.3673921935950169E-04  1.0715384855316817E-04  6.3868759995835806E-03
  225  2.2422422422422422E-01  5.7004831407580550E+00  3.5981197965548878E-05  1.3674014159125961E-04  1.0763455773011908E-04  6.3229035142575019E-03
  226  2.2522522522522523E-01  5.8159353315237660E+00  3.5267178612375486E-05  1.3674108675658260E-04  1.0811527364058669E-04  6.2598525552724117E-03
  227  2.2622622622622623E-01  5.9331992550832615E+00  3.4570401930245333E-05  1.3674205532030705E-04  1.0859599645157346E-04  6.1977058417024436E-03
  228  2.2722722722722723E-01  6.0522951889298057E+00  3.3890377985370921E-05  1.3674304775458202E-04  1.0907672633345566E-04  6.1364464911951303E-03
  229  2.2822822822822823E-01  6.1732435488301572E+00  3.3226632836687271E-05  1.3674406453895198E-04  1.0955746346003618E-04  6.0760580090756643E-03
  230  2.2922922922922923E-01  6.2960648892462873E+00  3.2578707946768790E-05  1.3674510616043999E-04  1.1003820800859786E-04  6.0165242777951672E-03
  231  2.3023023023023023E-01  6.4207799037598005E+00  3.1946159616892687E-05  1.3674617311363164E-04  1.1051896015995751E-04  5.9578295467106596E-03
  232  2.3123123123123123E-01  6.5474094254991376E+00  3.1328558445159694E-05  1.3674726590075947E-04  1.1099972009852042E-04  5.8999584221849203E-03
  233  2.3223223223223223E-01  6.6759744275696415E+00  3.0725488806636436E-05  1.3674838503178808E-04  1.1148048801233551E-04  5.8428958579948882E-03
  234  2.3323323323323323E-01  6.8064960234865674E+00  3.0136548354534498E-05  1.3674953102449982E-04  1.1196126409315115E-04  5.7866271460377120E-03
  235  2.3423423423423423E-01  6.9389954676111222E+00  2.9561347541489321E-05  1.3675070440458106E-04  1.1244204853647147E-04  5.7311379073239822E-03
  236  2.3523523523523524E-01  7.0734941555896162E+00  2.8999509160047526E-05  1.3675190570570915E-04  1.1292284154161334E-04  5.6764140832480899E-03
  237  2.3623623623623624E-01  7.2100136247958147E+00  2.8450667901514409E-05  1.3675313546963990E-04  1.1340364331176400E-04  5.6224419271260509E-03
  238  2.3723723723723724E-01  7.3485755547765753E+00  2.7914469932354181E-05  1.3675439424629578E-04  1.1388445405403927E-04  5.5692079959915089E-03
  239  2.3823823823823824E-01  7.4892017677008630E+00  2.7390572487374272E-05  1.3675568259385469E-04  1.1436527397954232E-04  5.5166991426409923E-03
  240  2.3923923923923924E-01  7.6319142288122292E+00  2.6878643478961725E-05  1.3675700107883936E-04  1.1484610330342324E-04  5.4649025079198426E-03
  241  2.4024024024024024E-01  7.7767350468848513E+00  2.6378361121674531E-05  1.3675835027620742E-04  1.1532694224493904E-04  5.4138055132405639E-03
  242  2.4124124124124124E-01  7.9236864746832222E+00  2.5889413571523760E-05  1.3675973076944206E-04  1.1580779102751443E-04  5.3633958533256565E-03
  243  2.4224224224224224E-01  8.0727909094255878E+00  2.5411498579313714E-05  1.3676114315064333E-04  1.1628864987880317E-04  5.3136614891673034E-03
  244  2.4324324324324324E-01  8.2240708932512269E+00  2.4944323157437010E-05  1.3676258802062018E-04  1.1676951903075010E-04  5.2645906411965648E-03
  245  2.4424424424424424E-01  8.3775491136916726E+00  2.4487603259549764E-05  1.3676406598898296E-04  1.1725039871965378E-04  5.2161717826550159E-03
  246  2.4524524524524525E-01  8.5332484041459750E+00  2.4041063472578806E-05  1.3676557767423680E-04  1.1773128918622980E-04  5.1683936331620278E-03
  247  2.4624624624624625E-01  8.6911917443601059E+00  2.3604436720538313E-05  1.3676712370387542E-04  1.1821219067567478E-04  5.1212451524711486E-03
  248  2.4724724724724725E-01  8.8514022609106083E+00  2.3177463979657396E-05  1.3676870471447578E-04  1.1869310343773094E-04  5.0747155344092821E-03
  249  2.4824824824824825E-01  9.0139032276925964E+00  2.2759894004343131E-05  1.3677032135179329E-04  1.1917402772675145E-04  5.0287942009926012E-03
  250  2.4924924924924925E-01  9.1787180664122112E+00  2.2351483063525335E-05  1.3677197427085771E-04  1.1965496380176634E-04  4.9834707967133528E-03
  251  2.5025025025025025E-01  9.3458703470836398E+00  2.1951994686950106E-05  1.3677366413606974E-04  1.2013591192654916E-04  4.9387351829919310E-03
  252  2.5125125125125125E-01  9.5153837885308089E+00  2.1561199421008842E-05  1.3677539162129828E-04  1.2061687236968426E-04  4.8945774327887982E-03
  253  2.5225225225225225E-01  9.6872822588938634E+00  2.1178874593708203E-05  1.3677715740997831E-04  1.2109784540463480E-04  4.8509878253710351E-03
  254  2.5325325325325325E-01  9.8615897761405425E+00  2.0804804088404253E-05  1.3677896219520957E-04  1.2157883130981140E-04  4.8079568412284899E-03
  255  2.5425425425425425E-01  1.0038330508582571E+01  2.0438778125941010E-05  1.3678080667985583E-04  1.2205983036864150E-04  4.7654751571346787E-03
  256  2.5525525525525526E-01  1.0217528775397177E+01  2.0080593054849681E-05  1.3678269157664489E-04  1.2254084286963944E-04  4.7235336413477666E-03
  257  2.5625625625625626E-01  1.0399209047153866E+01  1.9730051149280266E-05  1.3678461760826926E-04  1.2302186910647714E-04  4.6821233489471263E-03
  258  2.5725725725725726E-01  1.0583395946346555E+01  1.9386960414351743E-05  1.3678658550748758E-04  1.2350290937805564E-04  4.6412355173011306E-03
  259  2.5825825825825826E-01  1.0770114247931207E+01  1.9051134398620972E-05  1.3678859601722672E-04  1.2398396398857717E-04  4.6008615616619959E-03
  260  2.5925925925925926E-01  1.0959388879869077E+01  1.8722392013383689E-05  1.3679064989068456E-04  1.2446503324761805E-04  4.5609930708836365E-03
  261  2.6026026026026026E-01  1.1151244923675704E+01  1.8400557358533500E-05  1.3679274789143355E-04  1.2494611747020227E-04  4.5216218032586373E-03
  262  2.6126126126126126E-01  1.1345707614975771E+01  1.8085459554716865E-05  1.3679489079352498E-04  1.2542721697687576E-04  4.4827396824705891E-03
  263  2.6226226226226226E-01  1.1542802344063973E+01  1.7776932581533390E-05  1.3679707938159389E-04  1.2590833209378143E-04  4.4443387936581612E-03
  264  2.6326326326326326E-01  1.1742554656472010E+01  1.7474815121541726E-05  1.3679931445096487E-04  1.2638946315273490E-04  4.4064113795874160E-03
  265  2.6426426426426426E-01  1.1944990253541860E+01  1.7178950409841664E-05  1.3680159680775842E-04  1.2687061049130096E-04  4.3689498369289902E-03
  266  2.6526526526526527E-01  1.2150134993005449E+01  1.6889186089012968E-05  1.3680392726899821E-04  1.2735177445287079E-04  4.3319467126368858E-03
  267  2.6626626626626627E-01  1.2358014889570867E+01  1.6605374069200880E-05  1.3680630666271898E-04  1.2783295538673989E-04  4.2953947004257273E-03
  268  2.6726726726726727E-01  1.2568656115515274E+01  1.6327370393147220E-05  1.3680873582807522E-04  1.2831415364818681E-04  4.2592866373434493E-03
  269  2.6826826826826827E-01  1.2782085001284628E+01  1.6055035105974592E-05  1.3681121561545067E-04  1.2879536959855252E-04  4.2236155004364834E-03
  270  2.6926926926926927E-01  1.2998328036100393E+01  1.5788232129539379E-05  1.3681374688656849E-04  1.2927660360532064E-04  4.1883744035046156E-03
  271  2.7027027027027027E-01  1.3217411868573363E+01  1.5526829141176981E-05  1.3681633051460226E-04  1.2975785604219836E-04  4.1535565939427785E-03
  272  2.7127127127127127E-01  1.3439363307324763E+01  1.5270697456670243E-05  1.3681896738428777E-04  1.3023912728919818E-04  4.1191554496671394E-03
  273  2.7227227227227227E-01  1.3664209321614766E+01  1.5019711917279085E-05  1.3682165839203551E-04  1.3072041773272032E-04  4.0851644761229335E-03
  274  2.7327327327327327E-01  1.3891977041978597E+01  1.4773750780676122E-05  1.3682440444604405E-04  1.3120172776563600E-04  4.0515773033715761E-03
  275  2.7427427427427427E-01  1.4122693760870370E+01  1.4532695615639580E-05  1.3682720646641419E-04  1.3168305778737144E-04  4.0183876832546742E-03
  276  2.7527527527527528E-01  1.4356386933314810E+01  1.4296431200360922E-05  1.3683006538526382E-04  1.3216440820399262E-04  3.9855894866326338E-03
  277  2.7627627627627628E-01  1.4593084177567050E+01  1.4064845424230579E-05  1.3683298214684373E-04  1.3264577942829088E-04  3.9531767006956402E-03
  278  2.7727727727727728E-01  1.4832813275780628E+01  1.3837829192970747E-05  1.3683595770765416E-04  1.3312717187986928E-04  3.9211434263448586E-03
  279  2.7827827827827828E-01  1.5075602174683891E+01  1.3615276336989644E-05  1.3683899303656213E-04  1.3360858598522969E-04  3.8894838756417776E-03
  280  2.7927927927927928E-01  1.5321478986264938E+01  1.3397083522836754E-05  1.3684208911491972E-04  1.3409002217786079E-04  3.8581923693236843E-03
  281  2.8028028028028028E-01  1.5570471988465312E+01  1.3183150167643480E-05  1.3684524693668306E-04  1.3457148089832678E-04  3.8272633343833266E-03
  282  2.8128128128128128E-01  1.5822609625882571E+01  1.2973378356438370E-05  1.3684846750853225E-04  1.3505296259435693E-04  3.7966913017108829E-03
  283  2.8228228228228228E-01  1.6077920510481968E+01  1.2767672762230524E-05  1.3685175184999208E-04  1.3553446772093593E-04  3.7664709037964210E-03
  284  2.8328328328328328E-01  1.6336433422317364E+01  1.2565940568759138E-05  1.3685510099355364E-04  1.3601599674039503E-04  3.7365968724910846E-03
  285  2.8428428428428428E-01  1.6598177310261608E+01  1.2368091395811194E-05  1.3685851598479680E-04  1.3649755012250407E-04  3.7070640368253082E-03
  286  2.8528528528528529E-01  1.6863181292746530E+01  1.2174037227013283E-05  1.3686199788251350E-04  1.3697912834456424E-04  3.6778673208824105E-03
  287  2.8628628628628629E-01  1.7131474658512761E+01  1.1983692340007269E-05  1.3686554775883202E-04  1.3746073189150170E-04  3.6490017417259736E-03
  288  2.8728728728728729E-01  1.7403086867369552E+01  1.1796973238923126E-05  1.3686916669934207E-04  1.3794236125596207E-04  3.6204624073794661E-03
  289  2.8828828828828829E-01  1.7678047550964806E+01  1.1613798589065686E-05  1.3687285580322079E-04  1.3842401693840572E-04  3.5922445148566140E-03
  290  2.8928928928928929E-01  1.7956386513565503E+01  1.1434089153735376E-05  1.3687661618335967E-04  1.3890569944720387E-04  3.5643433482410779E-03
  291  2.9029029029029029E-01  1.8238133732848722E+01  1.1257767733106115E-05  1.3688044896649236E-04  1.3938740929873558E-04  3.5367542768140327E-03
  292  2.9129129129129129E-01  1.8523319360703472E+01  1.1084759105086626E-05  1.3688435529332347E-04  1.3986914701748557E-04  3.5094727532282976E-03
  293  2.9229229229229229E-01  1.8811973724043525E+01  1.0914989968094228E-05  1.3688833631865820E-04  1.4035091313614292E-04  3.4824943117277032E-03
  294  2.9329329329329329E-01  1.9104127325631469E+01  1.0748388885673017E-05  1.3689239321153298E-04  1.4083270819570056E-04  3.4558145664104236E-03
  295  2.9429429429429429E-01  1.9399810844914190E+01  1.0584886232890943E-05  1.3689652715534709E-04  1.4131453274555569E-04  3.4294292095350444E-03
  296  2.9529529529529530E-01  1.9699055138869996E+01  1.0424414144452833E-05  1.3690073934799510E-04  1.4179638734361102E-04  3.4033340098681720E-03
  297  2.9629629629629630E-01  2.0001891242867607E+01  1.0266906464468871E-05  1.3690503100200049E-04  1.4227827255637694E-04  3.3775248110724304E-03
  298  2.9729729729729730E-01  2.0308350371537231E+01  1.0112298697820334E-05  1.3690940334465003E-04  1.4276018895907448E-04  3.3519975301337252E-03
  299  2.9829829829829830E-01  2.0618463919653944E+01  9.9605279630666519E-06  1.3691385761812931E-04  1.4324213713573919E-04  3.3267481558266897E-03
  300  2.9929929929929930E-01  2.0932263463033618E+01  9.8115329468399670E-06  1.3691839507965921E-04  1.4372411767932598E-04  3.3017727472172628E-03
  301  3.0030030030030030E-01  2.1249780759441607E+01  9.6652538596754455E-06  1.3692301700163335E-04  1.4420613119181469E-04  3.2770674322013791E-03
  302  3.0130130130130130E-01  2.1571047749514454E+01  9.5216323932275429E-06  1.3692772467175662E-04  1.4468817828431670E-04  3.2526284060787829E-03
  303  3.0230230230230230E-01  2.1896096557694828E+01  9.3806116788243162E-06  1.3693251939318468E-04  1.4517025957718233E-04  3.2284519301610102E-03
  304  3.0330330330330330E-01  2.2224959493179959E+01  9.2421362473136835E-06  1.3693740248466457E-04  1.4565237570010925E-04  3.2045343304126081E-03
  305  3.0430430430430430E-01  2.2557669050883800E+01  9.1061519901572644E-06  1.3694237528067630E-04  1.4613452729225170E-04  3.1808719961246939E-03
  306  3.0530530530530531E-01  2.2894257912413174E+01  8.9726061217290989E-06  1.3694743913157555E-04  1.4661671500233065E-04  3.1574613786199788E-03
  307  3.0630630630630631E-01  2.3234758947058159E+01  8.8414471427781363E-06  1.3695259540373741E-04  1.4709893948874492E-04  3.1342989899884112E-03
  308  3.0730730730730731E-01  2.3579205212796960E+01  8.7126248050149194E-06  1.3695784547970126E-04  1.4758120141968318E-04  3.1113814018526169E-03
  309  3.0830830830830831E-01  2.3927629957315544E+01  8.5860900767843558E-06  1.3696319075831672E-04  1.4806350147323684E-04  3.0887052441623418E-03
  310  3.0930930930930931E-01  2.4280066619042284E+01  8.4617951097878804E-06  1.3696863265489065E-04  1.4854584033751398E-04  3.0662672040171220E-03
  311  3.1031031031031031E-01  2.4636548828197904E+01  8.3396932068196655E-06  1.3697417260133537E-04  1.4902821871075410E-04  3.0440640245164333E-03
  312  3.1131131131131131E-01  2.4997110407860967E+01  8.2197387904828350E-06  1.3697981204631800E-04  1.4951063730144386E-04  3.0220925036365919E-03
  313  3.1231231231231231E-01  2.5361785375049216E+01  8.1018873728528872E-06  1.3698555245541086E-04  1.4999309682843380E-04  3.0003494931337004E-03
  314  3.1331331331331331E-01  2.5730607941817025E+01  7.9860955260567282E-06  1.3699139531124311E-04  1.5047559802105592E-04  2.9788318974719546E-03
  315  3.1431431431431431E-01  2.6103612516369251E+01  7.8723208537368689E-06  1.3699734211365360E-04  1.5095814161924229E-04  2.9575366727766443E-03
  316  3.1531531531531532E-01  2.6480833704191783E+01  7.7605219633714456E-06  1.3700339437984479E-04  1.5144072837364459E-04  2.9364608258112058E-03
  317  3.1631631631631632E-01  2.6862306309199077E+01  7.6506584394217817E-06  1.3700955364453794E-04  1.5192335904575460E-04  2.9156014129776957E-03
  318  3.1731731731731732E-01  2.7248065334898965E+01  7.5426908172802351E-06  1.3701582146012955E-04  1.5240603440802571E-04  2.8949555393400807E-03
  319  3.1831831831831832E-01  2.7638145985575058E+01  7.4365805579920484E-06  1.3702219939684898E-04  1.5288875524399532E-04  2.8745203576697508E-03
  320  3.1931931931931932E-01  2.8032583667487038E+01  7.3322900237258681E-06  1.3702868904291729E-04  1.5337152234840827E-04  2.8542930675126836E-03
  321  3.2032032032032032E-01  2.8431413990089154E+01  7.2297824539684998E-06  1.3703529200470741E-04  1.5385433652734126E-04  2.8342709142777011E-03
  322  3.2132132132132132E-01  2.8834672767267229E+01  7.1290219424203397E-06  1.3704200990690553E-04  1.5433719859832825E-04  2.8144511883452795E-03
  323  3.2232232232232232E-01  2.9242396018594517E+01  7.0299734145687576E-06  1.3704884439267383E-04  1.5482010939048678E-04  2.7948312241963851E-03
  324  3.2332332332332332E-01  2.9654619970606714E+01  6.9326026059175128E-06  1.3705579712381442E-04  1.5530306974464541E-04  2.7754083995608273E-03
  325  3.2432432432432432E-01  3.0071381058096468E+01  6.8368760408510575E-06  1.3706286978093471E-04  1.5578608051347209E-04  2.7561801345846308E-03
  326  3.2532532532532533E-01  3.0492715925427714E+01  6.7427610121133260E-06  1.3707006406361408E-04  1.5626914256160349E-04  2.7371438910159470E-03
  327  3.2632632632632633E-01  3.0918661427870178E+01  6.6502255608813247E-06  1.3707738169057183E-04  1.5675225676577546E-04  2.7182971714090351E-03
  328  3.2732732732732733E-01  3.1349254632954393E+01  6.5592384574145261E-06  1.3708482439983664E-04  1.5723542401495437E-04  2.6996375183458584E-03
  329  3.2832832832832833E-01  3.1784532821847573E+01  6.4697691822617317E-06  1.3709239394891730E-04  1.5771864521046959E-04  2.6811625136748533E-03
  330  3.2932932932932933E-01  3.2224533490750713E+01  6.3817879080077080E-06  1.3710009211497488E-04  1.5820192126614694E-04  2.6628697777664416E-03
  331  3.3033033033033033E-01  3.2669294352317253E+01  6.2952654815425116E-06  1.3710792069499636E-04  1.5868525310844312E-04  2.6447569687848682E-03
  332  3.3133133133133133E-01  3.3118853337093692E+01  6.2101734068370101E-06  1.3711588150596962E-04  1.5916864167658127E-04  2.6268217819759575E-03
  333  3.3233233233233233E-01  3.3573248594982514E+01  6.1264838282086745E-06  1.3712397638505999E-04  1.5965208792268750E-04  2.6090619489703947E-03
  334  3.3333333333333333E-01  3.4032518496727796E+01  6.0441695140622649E-06  1.3713220718978820E-04  1.6013559281192852E-04  2.5914752371021468E-03
  335  3.3433433433433433E-01  3.4496701635423895E+01  5.9632038410905593E-06  1.3714057579820984E-04  1.6061915732265024E-04  2.5740594487416520E-03
  336  3.3533533533533534E-01  3.4965836828047586E+01  5.8835607789207801E-06  1.3714908410909638E-04  1.6110278244651749E-04  2.5568124206434118E-03
  337  3.3633633633633634E-01  3.5439963117014053E+01  5.8052148751928651E-06  1.3715773404211766E-04  1.6158646918865478E-04  2.5397320233076353E-03
  338  3.3733733733733734E-01  3.5919119771757127E+01  5.7281412410561950E-06  1.3716652753802599E-04  1.6207021856778812E-04  2.5228161603555912E-03
  339  3.3833833833833834E-01  3.6403346290334178E+01  5.6523155370718481E-06  1.3717546655884181E-04  1.6255403161638788E-04  2.5060627679183333E-03
  340  3.3933933933933934E-01  3.6892682401056078E+01  5.5777139595078844E-06  1.3718455308804090E-04  1.6303790938081278E-04  2.4894698140384753E-03
  341  3.4034034034034034E-01  3.7387168064142632E+01  5.5043132270155855E-06  1.3719378913074332E-04  1.6352185292145494E-04  2.4730352980846984E-03
  342  3.4134134134134134E-01  3.7886843473403925E+01  5.4320905676749786E-06  1.3720317671390386E-04  1.6400586331288593E-04  2.4567572501786847E-03
  343  3.4234234234234234E-01  3.8391749057947997E+01  5.3610237063983668E-06  1.3721271788650426E-04  1.6448994164400405E-04  2.4406337306341763E-03
  344  3.4334334334334334E-01  3.8901925483915281E+01  5.2910908526809607E-06  1.3722241471974701E-04  1.6497408901818258E-04  2.4246628294078703E-03
  345  3.4434434434434434E-01  3.9417413656240265E+01  5.2222706886880714E-06  1.3723226930725097E-04  1.6545830655341920E-04  2.4088426655618650E-03
  346  3.4534534534534535E-01  3.9938254720440797E+01  5.1545423576686737E-06  1.3724228376524863E-04  1.6594259538248648E-04  2.3931713867373826E-03
  347  3.4634634634634635E-01  4.0464490064435512E+01  5.0878854526854846E-06  1.3725246023278519E-04  1.6642695665308346E-04  2.3776471686394993E-03
  348  3.4734734734734735E-01  4.0996161320389835E+01  5.0222800056520295E-06  1.3726280087191932E-04  1.6691139152798839E-04  2.3622682145326225E-03
  349  3.4834834834834835E-01  4.1533310366591025E+01  4.9577064766674774E-06  1.3727330786792588E-04  1.6739590118521254E-04  2.3470327547464592E-03
  350  3.4934934934934935E-01  4.2075979329352737E+01  4.8941457436403349E-06  1.3728398342950028E-04  1.6788048681815516E-04  2.3319390461922301E-03
  351  3.5035035035035035E-01  4.2624210584949591E+01  4.8315790921923731E-06  1.3729482978896486E-04  1.6836514963575956E-04  2.3169853718888865E-03
  352  3.5135135135135135E-01  4.3178046761582228E+01  4.7699882058344490E-06  1.3730584920247704E-04  1.6884989086267028E-04  2.3021700404990962E-03
  353  3.5235235235235235E-01  4.3737530741373361E+01  4.7093551564061493E-06  1.3731704395023941E-04  1.6933471173939148E-04  2.2874913858747703E-03
  354  3.5335335335335335E-01  4.4302705662395310E+01  4.6496623947714492E-06  1.3732841633671175E-04  1.6981961352244639E-04  2.2729477666119068E-03
  355  3.5435435435435435E-01  4.4873614920729554E+01  4.5908927417628298E-06  1.3733996869082503E-04  1.7030459748453794E-04  2.2585375656145358E-03
  356  3.5535535535535536E-01  4.5450302172558799E+01  4.5330293793665415E-06  1.3735170336619733E-04  1.7078966491471054E-04  2.2442591896675546E-03
  357  3.5635635635635636E-01  4.6032811336292104E+01  4.4760558421419357E-06  1.3736362274135187E-04  1.7127481711851300E-04  2.2301110690182466E-03
  358  3.5735735735735736E-01  4.6621186594723592E+01  4.4199560088680149E-06  1.3737572921993700E-04  1.7176005541816264E-04  2.2160916569662845E-03
  359  3.5835835835835836E-01  4.7215472397225291E+01  4.3647140944105691E-06  1.3738802523094828E-04  1.7224538115271052E-04  2.2021994294620219E-03
  360  3.5935935935935936E-01  4.7815713461974666E+01  4.3103146418034776E-06  1.3740051322895271E-04  1.7273079567820788E-04  2.1884328847128836E-03
  361  3.6036036036036036E-01  4.8421954778217381E+01  4.2567425145379620E-06  1.3741319569431503E-04  1.7321630036787371E-04  2.1747905427976691E-03
  362  3.6136136136136136E-01  4.9034241608565879E+01  4.2039828890537690E-06  1.3742607513342622E-04  1.7370189661226356E-04  2.1612709452885893E-03
  363  3.6236236236236236E-01  4.9652619491334351E+01  4.1520212474264560E-06  1.3743915407893415E-04  1.7418758581943949E-04  2.1478726548808594E-03
  364  3.6336336336336336E-01  5.0277134242910671E+01  4.1008433702451336E-06  1.3745243508997655E-04  1.7467336941514117E-04  2.1345942550296776E-03
  365  3.6436436436436436E-01  5.0907831960165900E+01  4.0504353296751978E-06  1.3746592075241610E-04  1.7515924884295829E-04  2.1214343495944222E-03
  366  3.6536536536536537E-01  5.1544759022901966E+01  4.0007834827007552E-06  1.3747961367907794E-04  1.7564522556450406E-04  2.1083915624899036E-03
  367  3.6636636636636637E-01  5.2187962096338113E+01  3.9518744645416123E-06  1.3749351650998943E-04  1.7613130105958995E-04  2.0954645373445141E-03
  368  3.6736736736736737E-01  5.2837488133636769E+01  3.9036951822398559E-06  1.3750763191262228E-04  1.7661747682640162E-04  2.0826519371651178E-03
