 1000  1.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
  185  1.8418418418418418E-01  4.2774476724694868E+01  3.3214994100740231E-05  9.4716932804866029E-04  4.4256244637963709E-04  6.0749937449204408E-03
  186  1.8518518518518519E-01  4.3836575615807203E+01  3.2415250157323512E-05  9.4731570975121237E-04  4.4498644096728046E-04  6.0014118854856438E-03
  187  1.8618618618618619E-01  4.4919325710934578E+01  3.1638939179124726E-05  9.4746654275703516E-04  4.4741120779754455E-04  5.9291126541577992E-03
  188  1.8718718718718719E-01  4.6023027513962081E+01  3.0885254289998660E-05  9.4762193864288251E-04  4.4983677011767415E-04  5.8580670200254302E-03
  189  1.8818818818818819E-01  4.7147984974933265E+01  3.0153420503996355E-05  9.4778201124350993E-04  4.5226315174467129E-04  5.7882467604617508E-03
  190  1.8918918918918919E-01  4.8294505544477221E+01  2.9442693304421343E-05  9.4794687668981264E-04  4.5469037707611063E-04  5.7196244344868722E-03
  191  1.9019019019019019E-01  4.9462900229886039E+01  2.8752357293278698E-05  9.4811665344765367E-04  4.5711847110110095E-04  5.6521733571431225E-03
  192  1.9119119119119119E-01  5.0653483652893748E+01  2.8081724907282650E-05  9.4829146235740067E-04  4.5954745941139390E-04  5.5858675748398647E-03
  193  1.9219219219219219E-01  5.1866574109209221E+01  2.7430135196816033E-05  9.4847142667419140E-04  4.6197736821264114E-04  5.5206818416262914E-03
  194  1.9319319319319319E-01  5.3102493629857090E+01  2.6796952664447813E-05  9.4865667210894801E-04  4.6440822433580104E-04  5.4565915963526591E-03
  195  1.9419419419419419E-01  5.4361568044382278E+01  2.6181566159814304E-05  9.4884732687016119E-04  4.6684005524869594E-04  5.3935729406823025E-03
  196  1.9519519519519520E-01  5.5644127045975350E+01  2.5583387827856364E-05  9.4904352170646595E-04  4.6927288906772133E-04  5.3316026179185524E-03
  197  1.9619619619619620E-01  5.6950504258577568E+01  2.5001852107579749E-05  9.4924538995003141E-04  4.7170675456970781E-04  5.2706579926123657E-03
  198  1.9719719719719720E-01  5.8281037306026235E+01  2.4436414778669733E-05  9.4945306756078775E-04  4.7414168120393712E-04  5.2107170309180775E-03
  199  1.9819819819819820E-01  5.9636067883302709E+01  2.3886552053444696E-05  9.4966669317151447E-04  4.7657769910431327E-04  5.1517582816662052E-03
  200  1.9919919919919920E-01  6.1015941829947273E+01  2.3351759711777492E-05  9.4988640813381457E-04  4.7901483910168982E-04  5.0937608581236685E-03
  201  2.0020020020020020E-01  6.2421009205706958E+01  2.2831552276748542E-05  9.5011235656500030E-04  4.8145313273635454E-04  5.0367044204131626E-03
  202  2.0120120120120120E-01  6.3851624368484347E+01  2.2325462228921413E-05  9.5034468539591697E-04  4.8389261227067234E-04  4.9805691585647133E-03
  203  2.0220220220220220E-01  6.5308146054657425E+01  2.1833039257250704E-05  9.5058354441973219E-04  4.8633331070188766E-04  4.9253357761736751E-03
  204  2.0320320320320320E-01  6.6790937461842601E+01  2.1353849544743781E-05  9.5082908634171869E-04  4.8877526177508733E-04  4.8709854746406048E-03
  205  2.0420420420420420E-01  6.8300366334175188E+01  2.0887475087102959E-05  9.5108146683005997E-04  4.9121849999632490E-04  4.8174999379695505E-03
  206  2.0520520520520521E-01  6.9836805050183858E+01  2.0433513042673286E-05  9.5134084456770902E-04  4.9366306064590751E-04  4.7648613181023534E-03
  207  2.0620620620620621E-01  7.1400630713337861E+01  1.9991575112113844E-05  9.5160738130533108E-04  4.9610897979184621E-04  4.7130522207675623E-03
  208  2.0720720720720721E-01  7.2992225245348196E+01  1.9561286946297606E-05  9.5188124191536288E-04  4.9855629430347087E-04  4.6620556918235124E-03
  209  2.0820820820820821E-01  7.4611975482306361E+01  1.9142287581026838E-05  9.5216259444722135E-04  5.0100504186521043E-04  4.6118552040760294E-03
  210  2.0920920920920921E-01  7.6260273273746858E+01  1.8734228897228158E-05  9.5245161018369645E-04  5.0345526099053961E-04  4.5624346445520802E-03
  211  2.1021021021021021E-01  7.7937515584722235E+01  1.8336775105363890E-05  9.5274846369856332E-04  5.0590699103609284E-04  4.5137783022115115E-03
  212  2.1121121121121121E-01  7.9644104600982178E+01  1.7949602252864630E-05  9.5305333291545070E-04  5.0836027221594647E-04  4.4658708560797998E-03
  213  2.1221221221221221E-01  8.1380447837350977E+01  1.7572397753452256E-05  9.5336639916800328E-04  5.1081514561606990E-04  4.4186973637854778E-03
  214  2.1321321321321321E-01  8.3146958249400568E+01  1.7204859937283140E-05  9.5368784726137719E-04  5.1327165320894662E-04  4.3722432504866095E-03
  215  2.1421421421421421E-01  8.4944054348519399E+01  1.6846697620898370E-05  9.5401786553510913E-04  5.1572983786836591E-04  4.3264942981713615E-03
  216  2.1521521521521522E-01  8.6772160320480437E+01  1.6497629696021551E-05  9.5435664592740072E-04  5.1818974338438593E-04  4.2814366353183565E-03
  217  2.1621621621621622E-01  8.8631706147614900E+01  1.6157384736295397E-05  9.5470438404086130E-04  5.2065141447846892E-04  4.2370567269031090E-03
  218  2.1721721721721722E-01  9.0523127734701583E+01  1.5825700621096124E-05  9.5506127920975378E-04  5.2311489681878919E-04  4.1933413647374234E-03
  219  2.1821821821821822E-01  9.2446867038685151E+01  1.5502324175609695E-05  9.5542753456878930E-04  5.2558023703571460E-04  4.1502776581291919E-03
  220  2.1921921921921922E-01  9.4403372202340291E+01  1.5187010826396472E-05  9.5580335712351857E-04  5.2804748273746194E-04  4.1078530248505556E-03
  221  2.2022022022022022E-01  9.6393097692002388E+01  1.4879524271710936E-05  9.5618895782236868E-04  5.3051668252592698E-04  4.0660551824029007E-03
  222  2.2122122122122122E-01  9.8416504439489153E+01  1.4579636165881001E-05  9.5658455163037615E-04  5.3298788601268942E-04  4.0248721395676385E-03
  223  2.2222222222222222E-01  1.0047405998834167E+02  1.4287125817087188E-05  9.5699035760466875E-04  5.3546114383519340E-04  3.9842921882321818E-03
  224  2.2322322322322322E-01  1.0256623864451739E+02  1.4001779897915668E-05  9.5740659897174985E-04  5.3793650767310369E-04  3.9443038954809629E-03
  225  2.2422422422422422E-01  1.0469352163167195E+02  1.3723392168091092E-05  9.5783350320664148E-04  5.4041403026483811E-04  3.9048960959417621E-03
  226  2.2522522522522523E-01  1.0685639725117099E+02  1.3451763208825229E-05  9.5827130211394356E-04  5.4289376542427610E-04  3.8660578843780089E-03
  227  2.2622622622622623E-01  1.0905536104697793E+02  1.3186700168245920E-05  9.5872023191086902E-04  5.4537576805764388E-04  3.8277786085181051E-03
  228  2.2722722722722723E-01  1.1129091597556814E+02  1.2928016517397789E-05  9.5918053331231628E-04  5.4786009418057608E-04  3.7900478621131760E-03
  229  2.2822822822822823E-01  1.1356357258102515E+02  1.2675531816331573E-05  9.5965245161804274E-04  5.5034680093535385E-04  3.7528554782150105E-03
  230  2.2922922922922923E-01  1.1587384917547957E+02  1.2429071489823032E-05  9.6013623680200482E-04  5.5283594660831941E-04  3.7161915226662771E-03
  231  2.3023023023023023E-01  1.1822227202505653E+02  1.2188466612285187E-05  9.6063214360393249E-04  5.5532759064746670E-04  3.6800462877954233E-03
  232  2.3123123123123123E-01  1.2060937554150319E+02  1.1953553701459152E-05  9.6114043162320831E-04  5.5782179368020799E-04  3.6444102863089680E-03
  233  2.3223223223223223E-01  1.2303570247967346E+02  1.1724174520489259E-05  9.6166136541512324E-04  5.6031861753131586E-04  3.6092742453741860E-03
  234  2.3323323323323323E-01  1.2550180414105302E+02  1.1500175888007487E-05  9.6219521458958413E-04  5.6281812524104013E-04  3.5746291008854623E-03
  235  2.3423423423423423E-01  1.2800824058351383E+02  1.1281409495870472E-05  9.6274225391234997E-04  5.6532038108339899E-04  3.5404659919078564E-03
  236  2.3523523523523524E-01  1.3055558083749379E+02  1.1067731734209739E-05  9.6330276340887665E-04  5.6782545058464366E-04  3.5067762552916730E-03
  237  2.3623623623623624E-01  1.3314440312880375E+02  1.0859003523472170E-05  9.6387702847085272E-04  5.7033340054189548E-04  3.4735514204520759E-03
  238  2.3723723723723724E-01  1.3577529510827103E+02  1.0655090153143317E-05  9.6446533996551112E-04  5.7284429904195454E-04  3.4407832043080149E-03
  239  2.3823823823823824E-01  1.3844885408843555E+02  1.0455861126860880E-05  9.6506799434780486E-04  5.7535821548027843E-04  3.4084635063749571E-03
  240  2.3923923923923924E-01  1.4116568728752246E+02  1.0261190013639672E-05  9.6568529377553754E-04  5.7787522058012989E-04  3.3765844040061273E-03
  241  2.4024024024024024E-01  1.4392641208092243E+02  1.0070954304942635E-05  9.6631754622754234E-04  5.8039538641189167E-04  3.3451381477771646E-03
  242  2.4124124124124124E-01  1.4673165626041904E+02  9.8850352773450508E-06  9.6696506562500668E-04  5.8291878641254687E-04  3.3141171570092978E-03
  243  2.4224224224224224E-01  1.4958205830141085E+02  9.7033178605510178E-06  9.6762817195604242E-04  5.8544549540532282E-04  3.2835140154263285E-03
  244  2.4324324324324324E-01  1.5247826763838461E+02  9.5256905105325854E-06  9.6830719140360541E-04  5.8797558961949640E-04  3.2533214669408907E-03
  245  2.4424424424424424E-01  1.5542094494890454E+02  9.3520450875726780E-06  9.6900245647687091E-04  5.9050914671035830E-04  3.2235324115656240E-03
  246  2.4524524524524525E-01  1.5841076244639261E+02  9.1822767390031436E-06  9.6971430614617574E-04  5.9304624577933369E-04  3.1941399014450656E-03
  247  2.4624624624624625E-01  1.6144840418198371E+02  9.0162837864389461E-06  9.7044308598164101E-04  5.9558696739425653E-04  3.1651371370042206E-03
  248  2.4724724724724725E-01  1.6453456635575024E+02  8.8539676173187171E-06  9.7118914829559360E-04  5.9813139360979428E-04  3.1365174632099209E-03
  249  2.4824824824824825E-01  1.6766995763760075E+02  8.6952325805706225E-06  9.7195285228890816E-04  6.0067960798801969E-04  3.1082743659412306E-03
  250  2.4924924924924925E-01  1.7085529949816825E+02  8.5399858862308015E-06  9.7273456420139562E-04  6.0323169561912606E-04  3.0804014684652897E-03
  251  2.5025025025025025E-01  1.7409132655001510E+02  8.3881375088495239E-06  9.7353465746636847E-04  6.0578774314228200E-04  3.0528925280151253E-03
  252  2.5125125125125125E-01  1.7737878689949324E+02  8.2396000945277147E-06  9.7435351286951728E-04  6.0834783876662133E-04  3.0257414324660833E-03
  253  2.5225225225225225E-01  1.8071844250961040E+02  8.0942888714336216E-06  9.7519151871223752E-04  6.1091207229236372E-04  2.9989421971076591E-03
  254  2.5325325325325325E-01  1.8411106957426612E+02  7.9521215636561846E-06  9.7604907097955050E-04  6.1348053513206080E-04  2.9724889615076202E-03
  255  2.5425425425425425E-01  1.8755745890423413E+02  7.8130183082581153E-06  9.7692657351276693E-04  6.1605332033196283E-04  2.9463759864654288E-03
  256  2.5525525525525526E-01  1.9105841632528182E+02  7.6769015753978274E-06  9.7782443818704671E-04  6.1863052259349984E-04  2.9205976510520787E-03
  257  2.5625625625625626E-01  1.9461476308883144E+02  7.5436960913951992E-06  9.7874308509401366E-04  6.2121223829487132E-04  2.8951484497335653E-03
  258  2.5725725725725726E-01  1.9822733629558282E+02  7.4133287646217042E-06  9.7968294272958947E-04  6.2379856551273800E-04  2.8700229895753070E-03
  259  2.5825825825825826E-01  2.0189698933253276E+02  7.2857286141007333E-06  9.8064444818721633E-04  6.2638960404400843E-04  2.8452159875249334E-03
  260  2.5925925925925926E-01  2.0562459232384224E+02  7.1608267007089676E-06  9.8162804735664389E-04  6.2898545542771327E-04  2.8207222677709434E-03
  261  2.6026026026026026E-01  2.0941103259601969E+02  7.0385560608744556E-06  9.8263419512846178E-04  6.3158622296695900E-04  2.7965367591748302E-03
  262  2.6126126126126126E-01  2.1325721515790548E+02  6.9188516426716135E-06  9.8366335560456539E-04  6.3419201175095280E-04  2.7726544927743509E-03
  263  2.6226226226226226E-01  2.1716406319596144E+02  6.8016502442177182E-06  9.8471600231474878E-04  6.3680292867708946E-04  2.7490705993557004E-03
  264  2.6326326326326326E-01  2.2113251858538784E+02  6.6868904542796073E-06  9.8579261843962523E-04  6.3941908247309078E-04  2.7257803070924292E-03
  265  2.6426426426426426E-01  2.2516354241760993E+02  6.5745125950032476E-06  9.8689369704008303E-04  6.4204058371918718E-04  2.7027789392490192E-03
  266  2.6526526526526527E-01  2.2925811554469674E+02  6.4644586666826024E-06  9.8801974129349089E-04  6.4466754487033082E-04  2.6800619119471025E-03
  267  2.6626626626626627E-01  2.3341723914129602E+02  6.3566722944878107E-06  9.8917126473687485E-04  6.4730008027842861E-04  2.6576247319923797E-03
  268  2.6726726726726727E-01  2.3764193528469159E+02  6.2510986770761193E-06  9.9034879151729627E-04  6.4993830621458308E-04  2.6354629947603598E-03
  269  2.6826826826826827E-01  2.4193324755361217E+02  6.1476845370122665E-06  9.9155285664966826E-04  6.5258234089132805E-04  2.6135723821391090E-03
  270  2.6926926926926927E-01  2.4629224164644532E+02  6.0463780729281324E-06  9.9278400628225602E-04  6.5523230448484562E-04  2.5919486605272560E-03
  271  2.7027027027027027E-01  2.5072000601953461E+02  5.9471289133544381E-06  9.9404279797011539E-04  6.5788831915714989E-04  2.5705876788855627E-03
  272  2.7127127127127127E-01  2.5521765254626485E+02  5.8498880721601103E-06  9.9532980095673216E-04  6.6055050907822227E-04  2.5494853668404250E-03
  273  2.7227227227227227E-01  2.5978631719766704E+02  5.7546079055376308E-06  9.9664559646413428E-04  6.6321900044808215E-04  2.5286377328377233E-03
  274  2.7327327327327327E-01  2.6442716074530317E+02  5.6612420704752710E-06  9.9799077799175832E-04  6.6589392151877600E-04  2.5080408623454973E-03
  275  2.7427427427427427E-01  2.6914136948722058E+02  5.5697454846595774E-06  9.9936595162436125E-04  6.6857540261626681E-04  2.4876909161039676E-03
  276  2.7527527527527528E-01  2.7393015599779651E+02  5.4800742877538235E-06  1.0007717363492790E-03  6.7126357616220508E-04  2.4675841284214774E-03
  277  2.7627627627627628E-01  2.7879475990232515E+02  5.3921858040003916E-06  1.0022087643833436E-03  6.7395857669556123E-04  2.4477168055149753E-03
  278  2.7727727727727728E-01  2.8373644867723354E+02  5.3060385060971949E-06  1.0036776815097812E-03  6.7666054089409851E-04  2.4280853238937043E-03
  279  2.7827827827827828E-01  2.8875651847684694E+02  5.2215919803002976E-06  1.0051791474254258E-03  6.7936960759566419E-04  2.4086861287848052E-03
  280  2.7927927927927928E-01  2.9385629498766119E+02  5.1388068927068515E-06  1.0067138360985941E-03  6.8208591781927577E-04  2.3895157325995882E-03
  281  2.8028028028028028E-01  2.9903713431111700E+02  5.0576449566743384E-06  1.0082824361379785E-03  6.8480961478597766E-04  2.3705707134392621E-03
  282  2.8128128128128128E-01  3.0430042387591097E+02  4.9780689013338964E-06  1.0098856511729301E-03  6.8754084393944259E-04  2.3518477136389537E-03
  283  2.8228228228228228E-01  3.0964758338091910E+02  4.9000424411572187E-06  1.0115242002455149E-03  6.9027975296629066E-04  2.3333434383488854E-03
  284  2.8328328328328328E-01  3.1508006576985173E+02  4.8235302465381481E-06  1.0131988182147393E-03  6.9302649181609770E-04  2.3150546541516150E-03
  285  2.8428428428428428E-01  3.2059935823880345E+02  4.7484979153516542E-06  1.0149102561733576E-03  6.9578121272106292E-04  2.2969781877142786E-03
  286  2.8528528528528529E-01  3.2620698327790840E+02  4.6749119454543753E-06  1.0166592818776865E-03  6.9854407021530476E-04  2.2791109244748087E-03
  287  2.8628628628628629E-01  3.3190449974836011E+02  4.6027397080923369E-06  1.0184466801908668E-03  7.0131522115375203E-04  2.2614498073611335E-03
  288  2.8728728728728729E-01  3.3769350399610581E+02  4.5319494221828286E-06  1.0202732535400310E-03  7.0409482473059600E-04  2.2439918355423936E-03
  289  2.8828828828828829E-01  3.4357563100357833E+02  4.4625101294387280E-06  1.0221398223878474E-03  7.0688304249726742E-04  2.2267340632112434E-03
  290  2.8928928928928929E-01  3.4955255558088390E+02  4.3943916703048159E-06  1.0240472257189317E-03  7.0968003837990081E-04  2.2096735983963323E-03
  291  2.9029029029029029E-01  3.5562599359792227E+02  4.3275646606768232E-06  1.0259963215416338E-03  7.1248597869624655E-04  2.1928076018040899E-03
  292  2.9129129129129129E-01  3.6179770325897528E+02  4.2620004693751021E-06  1.0279879874057244E-03  7.1530103217198965E-04  2.1761332856889642E-03
  293  2.9229229229229229E-01  3.6806948642136368E+02  4.1976711963459083E-06  1.0300231209365265E-03  7.1812536995643191E-04  2.1596479127512914E-03
  294  2.9329329329329329E-01  3.7444318995983708E+02  4.1345496515643385E-06  1.0321026403860559E-03  7.2095916563749269E-04  2.1433487950619959E-03
  295  2.9429429429429429E-01  3.8092070717843070E+02  4.0726093346139711E-06  1.0342274852017547E-03  7.2380259525598115E-04  2.1272332930133480E-03
  296  2.9529529529529530E-01  3.8750397927159436E+02  4.0118244149192267E-06  1.0363986166134242E-03  7.2665583731909092E-04  2.1112988142950267E-03
  297  2.9629629629629630E-01  3.9419499683647355E+02  3.9521697126073883E-06  1.0386170182389840E-03  7.2951907281306619E-04  2.0955428128947583E-03
  298  2.9729729729729730E-01  4.0099580143830077E+02  3.8936206799781078E-06  1.0408836967097087E-03  7.3239248521498577E-04  2.0799627881228250E-03
  299  2.9829829829829830E-01  4.0790848723093664E+02  3.8361533835590750E-06  1.0431996823156143E-03  7.3527626050360968E-04  2.0645562836597535E-03
  300  2.9929929929929930E-01  4.1493520263468562E+02  3.7797444867273378E-06  1.0455660296716959E-03  7.3817058716923048E-04  2.0493208866265207E-03
  301  3.0030030030030030E-01  4.2207815207359981E+02  3.7243712328765457E-06  1.0479838184057381E-03  7.4107565622246913E-04  2.0342542266766260E-03
  302  3.0130130130130130E-01  4.2933959777457764E+02  3.6700114291111322E-06  1.0504541538684510E-03  7.4399166120195291E-04  2.0193539751094030E-03
  303  3.0230230230230230E-01  4.3672186163066078E+02  3.6166434304491737E-06  1.0529781678667083E-03  7.4691879818081038E-04  2.0046178440039593E-03
  304  3.0330330330330330E-01  4.4422732713103451E+02  3.5642461245163459E-06  1.0555570194206966E-03  7.4985726577191585E-04  1.9900435853731518E-03
  305  3.0430430430430430E-01  4.5185844136034251E+02  3.5127989167140620E-06  1.0581918955458105E-03  7.5280726513181346E-04  1.9756289903370190E-03
  306  3.0530530530530531E-01  4.5961771707003774E+02  3.4622817158455073E-06  1.0608840120601635E-03  7.5576899996324794E-04  1.9613718883151115E-03
  307  3.0630630630630631E-01  4.6750773482460704E+02  3.4126749201838930E-06  1.0636346144186123E-03  7.5874267651622714E-04  1.9472701462371748E-03
  308  3.0730730730730731E-01  4.7553114522562803E+02  3.3639594039678346E-06  1.0664449785742304E-03  7.6172850358753794E-04  1.9333216677716546E-03
  309  3.0830830830830831E-01  4.8369067121674334E+02  3.3161165043093189E-06  1.0693164118681967E-03  7.6472669251863517E-04  1.9195243925715092E-03
  310  3.0930930930930931E-01  4.9198911047276953E+02  3.2691280085002598E-06  1.0722502539491063E-03  7.6773745719181979E-04  1.9058762955368268E-03
  311  3.1031031031031031E-01  5.0042933787629652E+02  3.2229761417041598E-06  1.0752478777227424E-03  7.7076101402462035E-04  1.8923753860937610E-03
  312  3.1131131131131131E-01  5.0901430808527791E+02  3.1776435550198863E-06  1.0783106903333935E-03  7.7379758196228841E-04  1.8790197074893087E-03
  313  3.1231231231231231E-01  5.1774705819526396E+02  3.1331133139050487E-06  1.0814401341778358E-03  7.7684738246831627E-04  1.8658073361014675E-03
  314  3.1331331331331331E-01  5.2663071050008729E+02  3.0893688869469175E-06  1.0846376879531461E-03  7.7991063951288207E-04  1.8527363807643240E-03
  315  3.1431431431431431E-01  5.3566847535497732E+02  3.0463941349692637E-06  1.0879048677395537E-03  7.8298757955912500E-04  1.8398049821076339E-03
  316  3.1531531531531532E-01  5.4486365414625217E+02  3.0041733004639200E-06  1.0912432281195855E-03  7.8607843154715005E-04  1.8270113119104655E-03
  317  3.1631631631631632E-01  5.5421964237191906E+02  2.9626909973362666E-06  1.0946543633348066E-03  7.8918342687565917E-04  1.8143535724684936E-03
  318  3.1731731731731732E-01  5.6373993283770325E+02  2.9219322009542362E-06  1.0981399084815091E-03  7.9230279938110317E-04  1.8018299959745359E-03
  319  3.1831831831831832E-01  5.7342811897322522E+02  2.8818822384908028E-06  1.1017015407467525E-03  7.9543678531424533E-04  1.7894388439119377E-03
  320  3.1931931931931932E-01  5.8328789827325315E+02  2.8425267795502813E-06  1.1053409806862150E-03  7.9858562331402574E-04  1.7771784064604211E-03
  321  3.2032032032032032E-01  5.9332307586917651E+02  2.8038518270691069E-06  1.1090599935453686E-03  8.0174955437861230E-04  1.7650470019140211E-03
  322  3.2132132132132132E-01  6.0353756823607429E+02  2.7658437084820976E-06  1.1128603906255539E-03  8.0492882183352197E-04  1.7530429761107455E-03
  323  3.2232232232232232E-01  6.1393540704099098E+02  2.7284890671455215E-06  1.1167440306965864E-03  8.0812367129669332E-04  1.7411647018735992E-03
  324  3.2332332332332332E-01  6.2452074313828373E+02  2.6917748540085962E-06  1.1207128214575959E-03  8.1133435064038938E-04  1.7294105784626277E-03
  325  3.2432432432432432E-01  6.3529785071816693E+02  2.6556883195253467E-06  1.1247687210478623E-03  8.1456110994980721E-04  1.7177790310376383E-03
  326  3.2532532532532533E-01  6.4627113161485565E+02  2.6202170057990268E-06  1.1289137396094839E-03  8.1780420147826895E-04  1.7062685101312705E-03
  327  3.2632632632632633E-01  6.5744511978099756E+02  2.5853487389515901E-06  1.1331499409037862E-03  8.2106387959886699E-04  1.6948774911320911E-03
  328  3.2732732732732733E-01  6.6882448593538613E+02  2.5510716217109519E-06  1.1374794439834529E-03  8.2434040075243435E-04  1.6836044737774012E-03
  329  3.2832832832832833E-01  6.8041404239126438E+02  2.5173740262090442E-06  1.1419044249224457E-03  8.2763402339170996E-04  1.6724479816554483E-03
  330  3.2932932932932933E-01  6.9221874807286174E+02  2.4842445869839053E-06  1.1464271186058550E-03  8.3094500792156705E-04  1.6614065617167432E-03
  331  3.3033033033033033E-01  7.0424371372815541E+02  2.4516721941792833E-06  1.1510498205819159E-03  8.3427361663517230E-04  1.6504787837941933E-03
  332  3.3133133133133133E-01  7.1649420734621389E+02  2.4196459869354592E-06  1.1557748889785129E-03  8.3762011364594233E-04  1.6396632401317654E-03
  333  3.3233233233233233E-01  7.2897565978786488E+02  2.3881553469652127E-06  1.1606047464865889E-03  8.4098476481516415E-04  1.6289585449214043E-03
  334  3.3333333333333333E-01  7.4169367063883317E+02  2.3571898923090660E-06  1.1655418824129781E-03  8.4436783767514574E-04  1.6183633338479363E-03
  335  3.3433433433433433E-01  7.5465401429491800E+02  2.3267394712641431E-06  1.1705888548052804E-03  8.4776960134776383E-04  1.6078762636416962E-03
  336  3.3533533533533534E-01  7.6786264628922429E+02  2.2967941564811781E-06  1.1757482926515095E-03  8.5119032645827623E-04  1.5974960116386235E-03
  337  3.3633633633633634E-01  7.8132570987192965E+02  2.2673442392243954E-06  1.1810228981573540E-03  8.5463028504426766E-04  1.5872212753475789E-03
  338  3.3733733733733734E-01  7.9504954285356018E+02  2.2383802237891665E-06  1.1864154491040177E-03  8.5808975045959946E-04  1.5770507720246417E-03
  339  3.3833833833833834E-01  8.0904068472326448E+02  2.2098928220725251E-06  1.1919288012897220E-03  8.6156899727323597E-04  1.5669832382541533E-03
  340  3.3933933933933934E-01  8.2330588405411777E+02  2.1818729482917907E-06  1.1975658910580915E-03  8.6506830116282295E-04  1.5570174295362809E-03
  341  3.4034034034034034E-01  8.3785210620805864E+02  2.1543117138467175E-06  1.2033297379167766E-03  8.6858793880289683E-04  1.5471521198808825E-03
  342  3.4134134134134134E-01  8.5268654135366133E+02  2.1272004223207410E-06  1.2092234472498137E-03  8.7212818774760745E-04  1.5373861014074583E-03
  343  3.4234234234234234E-01  8.6781661281057760E+02  2.1005305646170513E-06  1.2152502131273731E-03  8.7568932630784159E-04  1.5277181839509870E-03
  344  3.4334334334334334E-01  8.8324998573514671E+02  2.0742938142253674E-06  1.2214133212167059E-03  8.7927163342263983E-04  1.5181471946734456E-03
  345  3.4434434434434434E-01  8.9899457616237173E+02  2.0484820226154326E-06  1.2277161517982659E-03  8.8287538852480528E-04  1.5086719776808243E-03
  346  3.4534534534534535E-01  9.1505856042019628E+02  2.0230872147533885E-06  1.2341621828911602E-03  8.8650087140060941E-04  1.4992913936454517E-03
  347  3.4634634634634635E-01  9.3145038493279196E+02  1.9981015847373198E-06  1.2407549934922655E-03  8.9014836204350797E-04  1.4900043194334557E-03
  348  3.4734734734734735E-01  9.4817877643038341E+02  1.9735174915483908E-06  1.2474982669335419E-03  8.9381814050178803E-04  1.4808096477371916E-03
  349  3.4834834834834835E-01  9.6525275258399917E+02  1.9493274549141244E-06  1.2543957943622802E-03  8.9751048672007670E-04  1.4717062867124769E-03
  350  3.4934934934934935E-01  9.8268163308444410E+02  1.9255241512804901E-06  1.2614514783492335E-03  9.0122568037465214E-04  1.4626931596204806E-03
  351  3.5035035035035035E-01  1.0004750511857463E+03  1.9021004098895915E-06  1.2686693366298121E-03  9.0496400070250843E-04  1.4537692044741228E-03
  352  3.5135135135135135E-01  1.0186429657343407E+03  1.8790492089598550E-06  1.2760535059837558E-03  9.0872572632413802E-04  1.4449333736888490E-03
  353  3.5235235235235235E-01  1.0371956737063168E+03  1.8563636719657340E-06  1.2836082462589544E-03  9.1251113506000843E-04  1.4361846337376504E-03
  354  3.5335335335335335E-01  1.0561438232761816E+03  1.8340370640140483E-06  1.2913379445453467E-03  9.1632050374072376E-04  1.4275219648102124E-03
  355  3.5435435435435435E-01  1.0754984274417766E+03  1.8120627883141875E-06  1.2992471195051131E-03  9.2015410801087673E-04  1.4189443604760812E-03
  356  3.5535535535535536E-01  1.0952708782312385E+03  1.7904343827395029E-06  1.3073404258656673E-03  9.2401222212661300E-04  1.4104508273517463E-03
  357  3.5635635635635636E-01  1.1154729615192205E+03  1.7691455164773157E-06  1.3156226590822683E-03  9.2789511874694637E-04  1.4020403847715482E-03
  358  3.5735735735735736E-01  1.1361168724809859E+03  1.7481899867650610E-06  1.3240987601773982E-03  9.3180306871888193E-04  1.3937120644623285E-03
  359  3.5835835835835836E-01  1.1572152317144676E+03  1.7275617157101831E-06  1.3327738207644019E-03  9.3573634085642307E-04  1.3854649102217491E-03
  360  3.5935935935935936E-01  1.1787811020619495E+03  1.7072547471914848E-06  1.3416530882632491E-03  9.3969520171355879E-04  1.3772979776002178E-03
  361  3.6036036036036036E-01  1.2008280061646777E+03  1.6872632438397226E-06  1.3507419713166671E-03  9.4367991535134861E-04  1.3692103335863675E-03
  362  3.6136136136136136E-01  1.2233699447854611E+03  1.6675814840953231E-06  1.3600460454153019E-03  9.4769074309924492E-04  1.3612010562960456E-03
  363  3.6236236236236236E-01  1.2464214159361721E+03  1.6482038593411803E-06  1.3695710587409983E-03  9.5172794331081556E-04  1.3532692346647804E-03
  364  3.6336336336336336E-01  1.2699974348490167E+03  1.6291248711085691E-06  1.3793229382377452E-03  9.5579177111405371E-04  1.3454139681437041E-03
  365  3.6436436436436436E-01  1.2941135548325218E+03  1.6103391283542936E-06  1.3893077959203197E-03  9.5988247815648704E-04  1.3376343663989190E-03
  366  3.6536536536536537E-01  1.3187858890553837E+03  1.5918413448072579E-06  1.3995319354311715E-03  9.6400031234532392E-04  1.3299295490143069E-03
  367  3.6636636636636637E-01  1.3440311333036539E+03  1.5736263363827238E-06  1.4100018588566328E-03  9.6814551758290105E-04  1.3222986451977917E-03
  368  3.6736736736736737E-01  1.3698665897592082E+03  1.5556890186625876E-06  1.4207242738141121E-03  9.7231833349772425E-04  1.3147407934910751E-03
  369  3.6836836836836837E-01  1.3963101918500624E+03  1.5380244044400786E-06  1.4317061008225361E-03  9.7651899517142163E-04  1.3072551414828785E-03
  370  3.6936936936936937E-01  1.4233805302258766E+03  1.5206276013273443E-06  1.4429544809689456E-03  9.8074773286195727E-04  1.2998408455257318E-03
